building,town,county,occurrences,candidate_tower_id,candidate_confidence,decision,decision_reason
St Peter,Wrockwardine,Shrops.,1,16250,high,accept,"high confidence, verified sample and dedication tokens"
"Vernet-les-Bains, Reach, Wetton & Great Hockham",Ringing Room,UK & France,1,,none,reject,resolver found no tower
"Vernet-les-Bains, Reach, Oldham & Great Hockham",Ringing Room,UK & France,1,,none,reject,resolver found no tower
4 Bannutree Cottages (Garden),Bridstow,Herefordshire,1,,none,reject,resolver found no tower
St Mary,Barton upon Humber,Lincolnshire,1,16222,high,accept,"high confidence, verified sample and dedication tokens"
St Peter,Harrogate,North Yorkshire,1,11630,high,accept,"high confidence, verified sample and dedication tokens"
Highbury St (Dumbbell),Peterborough,Ciry of Peterborough,1,,none,reject,resolver found no tower
St Peter and St Paul,Wem,Shropshire,1,11491,high,accept,"high confidence, verified sample and dedication tokens"
St Peter and St Paul,Aylesford,Kent,1,16726,high,accept,"high confidence, verified sample and dedication tokens"
"St Mary, Portsea",Portsmouth,Hampshire,1,25505,high,accept,"high confidence, verified sample and dedication tokens"
Cathedral Church of the Blessed Virgin Mary and St Chad,Lichfield,Staffordshire,1,15562,high,accept,"high confidence, verified sample and dedication tokens"
Blessed Virgin Mary,Chard,Somerset,1,16751,high,accept,"high confidence, verified sample and dedication tokens"
Holy Trinity,Street,Somerset,1,12635,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Walton on the Hill,Merseyside,1,12572,high,accept,"high confidence, verified sample and dedication tokens"
St Peter and St Paul,Northleach,Gloucestershire,1,14152,high,accept,"high confidence, verified sample and dedication tokens"
St Andrew,Kemberton,Shropshire,1,15757,high,accept,"high confidence, verified sample and dedication tokens"
St Peter,Welford on Avon,Warwickshire,1,14403,high,accept,"high confidence, verified sample and dedication tokens"
St Nicholas,Thorne,South Yorkshire,1,10104,high,accept,"high confidence, verified sample and dedication tokens"
St Stephen,Worcester,Worcestershire,1,12050,high,accept,"high confidence, verified sample and dedication tokens"
St Andrew,Cheddar,Somerset,1,10434,high,accept,"high confidence, verified sample and dedication tokens"
All Saints,Martock,Somerset,1,16707,high,accept,"high confidence, verified sample and dedication tokens"
St Mary the Virgin,Braughing,Hertfordshire,1,16813,high,accept,"high confidence, verified sample and dedication tokens"
St Andrew and St Mary,Watton at Stone,Hertfordshire,1,15696,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,North Mymms,Hertfordshire,1,12392,high,accept,"high confidence, verified sample and dedication tokens"
St Andrew,Histon,Cambridgeshire,1,15629,high,accept,"high confidence, verified sample and dedication tokens"
St Peter,Drogheda,Louth,1,15123,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Hadleigh,Suffolk,1,12712,high,accept,"high confidence, verified sample and dedication tokens"
Cathedral Church of St Patrick,Parramatta,New South Wales,1,17590,high,accept,"high confidence, verified sample and dedication tokens"
St Peter,Ruddington,Nottinghamshire,1,13405,high,accept,"high confidence, verified sample and dedication tokens"
St John the Baptist,Shenstone,Staffordshire,1,15251,high,accept,"high confidence, verified sample and dedication tokens"
St Peter and St Paul,North Curry,Somerset,1,10365,high,accept,"high confidence, verified sample and dedication tokens"
St Giles-in-the-Fields,Holborn,Middlesex,1,12506,high,accept,"high confidence, verified sample and dedication tokens"
All Saints,Longhope,Gloucestershire,1,14122,high,accept,"high confidence, verified sample and dedication tokens"
All Saints,Ripley,Derbyshire,1,13534,high,accept,"high confidence, verified sample and dedication tokens"
Cathedral Church of St Luke and St Paul,Charleston,South Carolina,1,15062,high,accept,"high confidence, verified sample and dedication tokens"
Ingoldisthorpe Hall,Ingoldisthorpe,Norfolk,1,21175,medium,reject,adjudicated: named private ring or non-church venue
"Reedham, St Paul (MN), Coon Rapids (MN), Vancouver (WA)",Ringing Room,USA & UK,1,,none,reject,resolver found no tower
St James,Cradley,Herefordshire,1,10667,high,accept,"high confidence, verified sample and dedication tokens"
St John the Baptist,Eltham,Greater London,1,10497,high,accept,"high confidence, verified sample and dedication tokens"
St Maurice,Plympton St Maurice,Devon,1,15584,high,accept,"high confidence, verified sample and dedication tokens"
St Mary the Virgin,Gillingham,Dorset,1,15645,high,accept,"high confidence, verified sample and dedication tokens"
"St Anthony (Coptic Orthodox), Eastwood",Rotherham,South Yorkshire,1,15197,high,accept,"high confidence, verified sample and dedication tokens"
St John's Cathedral,Brisbane,Queensland,1,11567,high,accept,"high confidence, verified sample and dedication tokens"
Christ Church,The Lye,West Midlands,1,16069,high,accept,"high confidence, verified sample and dedication tokens"
St Germanus,St Germans,Cornwall,1,12629,high,accept,"high confidence, verified sample and dedication tokens"
Cathedral Church of All Saints,Bathurst,New South Wales,1,16249,high,accept,"high confidence, verified sample and dedication tokens"
St Euny,Redruth,Cornwall,1,12707,high,accept,"high confidence, verified sample and dedication tokens"
"Great Hockham, Reach, Oldham & Wetton",Ringing Room,UK,1,,none,reject,resolver found no tower
New Town Church,Edinburgh,Midlothian,1,12029,high,accept,"high confidence, verified sample and dedication tokens"
RC Cathedral of St Marie,Sheffield,,1,10439,high,accept,"high confidence, verified sample and dedication tokens"
St Andrew,Shifnal,Shropshire,1,12608,high,accept,"high confidence, verified sample and dedication tokens"
St Peter and St Paul,Kingsbury,Warwicks,1,13225,high,accept,"high confidence, verified sample and dedication tokens"
St Mark,Pensnett,West Midlands,1,15638,high,accept,"high confidence, verified sample and dedication tokens"
St Chad,Over,Cheshire,1,14754,high,accept,"high confidence, verified sample and dedication tokens"
St Chad,Norton in Hales,Shropshire,1,11076,high,accept,"high confidence, verified sample and dedication tokens"
St James',Sydney,New South Wales,1,13677,high,accept,"high confidence, verified sample and dedication tokens"
St Peter & St Paul,Kingsbury,Warwicks,1,13225,high,accept,"high confidence, verified sample and dedication tokens"
St Peter,Edgmond,Shropshire,1,14164,high,accept,"high confidence, verified sample and dedication tokens"
St Paul,Wood Green,West Midlands,1,10517,high,accept,"high confidence, verified sample and dedication tokens"
The Holy Trinity,Hurstpierpoint,West Sussex,1,14449,high,accept,"high confidence, verified sample and dedication tokens"
,Higham Ferrers,Northants,1,13375,high,accept,"high confidence, verified sample and dedication tokens"
,Glossop,,1,11294,medium,reject,adjudicated: multi-tower town with no building evidence
,Denholme Gate,,1,,none,reject,resolver found no tower
"21 Cornwall House, NW1",London,,1,,none,reject,resolver found no tower
St Peter,Sowerby,,1,14448,high,accept,"high confidence, verified sample and dedication tokens"
St Stephen,Westminster,Greater London,1,12465,high,accept,"high confidence, verified sample and dedication tokens"
St John the Evangelist,Whittle le Woods,Lancashire,1,13837,high,accept,"high confidence, verified sample and dedication tokens"
,Whickham,,1,14984,high,accept,"high confidence, verified sample and dedication tokens"
St Michael & All Angels,Buckland Dinham,Somerset,1,13471,high,accept,"high confidence, verified sample and dedication tokens"
Christchurch,"Sheffield, Dore",South Yorkshire,1,15539,high,accept,"high confidence, verified sample and dedication tokens"
All Saints,Witley,Surrey,1,15394,high,accept,"high confidence, verified sample and dedication tokens"
St Helena and St Mary,Bourn,Cambridgeshire,1,12090,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Tetbury,Gloucestershire,1,15266,high,accept,"high confidence, verified sample and dedication tokens"
St Sannan,Bedwellty,Caerphilly,1,16905,high,accept,"high confidence, verified sample and dedication tokens"
,Bledlow,,1,16778,high,accept,"high confidence, verified sample and dedication tokens"
,Stratfield Mortimer,,1,14457,medium,reject,adjudicated: multi-tower town with no building evidence
Old Church,Smethwick,West Midlands,1,16757,high,accept,"high confidence, verified sample and dedication tokens"
,Scunthorpe,,1,10603,medium,reject,adjudicated: multi-tower town with no building evidence
St James Ap,Birstwith,North Yorks,1,14536,high,accept,"high confidence, verified sample and dedication tokens"
St Saviour,Dartmouth,,1,13012,high,accept,"high confidence, verified sample and dedication tokens"
,Northfield,,1,10555,high,accept,"high confidence, verified sample and dedication tokens"
R.C. Cathedral of St Paul,Birmingham,Alabama,1,16786,high,accept,"high confidence, verified sample and dedication tokens"
Minster of St John the Baptist,Halifax,West Yorkshire,1,11592,high,accept,"high confidence, verified sample and dedication tokens"
,Melbourn,,1,15521,high,accept,"high confidence, verified sample and dedication tokens"
St John Bapt,Paignton,Devon,1,15737,high,accept,"high confidence, verified sample and dedication tokens"
St Paulinus,Crayford,Greater London,1,12837,high,accept,"high confidence, verified sample and dedication tokens"
St Mary V,Longcot,Oxfordshire,1,15804,high,accept,"high confidence, verified sample and dedication tokens"
"St Laurence, Hull Road",York,North Yorkshire,1,16125,high,accept,"high confidence, verified sample and dedication tokens"
The Collegiate Church of St Mary de Castro,Leicester,,1,13828,high,accept,"high confidence, verified sample and dedication tokens"
"Eaton Socon, Great Hockham, Oldham & Gex",Ringing Room,UK & France,1,,none,reject,resolver found no tower
St John in Bedwardine,Worcester,Worcestershire,1,13277,high,accept,"high confidence, verified sample and dedication tokens"
Little Creed Cottage,Bosham,Sussex,1,,none,reject,resolver found no tower
St Peter,"Buxton, Fairfield",Derbyshire,1,11560,high,accept,"high confidence, verified sample and dedication tokens"
"Vernet-les-Bains, Norwich, Wetton & Great Hockham",Ringing Room,UK & France,1,,none,reject,resolver found no tower
St James,"Sheffield, Norton",South Yorkshire,1,13662,high,accept,"high confidence, verified sample and dedication tokens"
The Romanby Green Campanile,Romanby,North Yorkshire,1,25241,high,accept,"high confidence, verified sample and dedication tokens"
,Lye,,1,16069,high,accept,"high confidence, verified sample and dedication tokens"
,Gilmorton,,1,17131,high,accept,"high confidence, verified sample and dedication tokens"
,East Budleigh,,1,12007,high,accept,"high confidence, verified sample and dedication tokens"
,Halesowen,,1,16876,high,accept,"high confidence, verified sample and dedication tokens"
St George,Hyde,Cheshire,1,12128,high,accept,"high confidence, verified sample and dedication tokens"
St Andrew's,Pershore Parish Centre,Worcestershire,1,,none,reject,resolver found no tower
St Gregory the Great,Morville,Shropshire,1,15945,high,accept,"high confidence, verified sample and dedication tokens"
,Crowle,,1,11843,medium,reject,adjudicated: multi-tower town with no building evidence
,Buckfastleigh,,1,11599,medium,reject,adjudicated: multi-tower town with no building evidence
St Andrew,Orwell,Cambridgeshire,1,11133,high,accept,"high confidence, verified sample and dedication tokens"
,Broughton,Staffs,1,11521,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Aldridge,West Midlands,1,15282,high,accept,"high confidence, verified sample and dedication tokens"
St John the Baptist,Shedfield,Hampshire,1,10875,high,accept,"high confidence, verified sample and dedication tokens"
St Michael AA,Haselbech,Northamptonshire,1,15424,high,accept,"high confidence, verified sample and dedication tokens"
Holy Cross,Ryton,Tyne & Wear,1,,none,reject,resolver found no tower
St Chad,Burton-upon-Trent,,1,17100,high,accept,"high confidence, verified sample and dedication tokens"
St Michael & All Angels,Headingley,West Yorkshire,1,16033,high,accept,"high confidence, verified sample and dedication tokens"
,Hadlow,,1,10073,high,accept,"high confidence, verified sample and dedication tokens"
"Brighton, Norwich, Oldham & Wetton",Ringing Room,UK,1,,none,reject,resolver found no tower
St Mary,Bampton,Oxfordshire,1,12367,high,accept,"high confidence, verified sample and dedication tokens"
St John the Baptist,Weston Super Mare,North Somerset,1,12821,high,accept,"high confidence, verified sample and dedication tokens"
,Castle Cary,,1,14540,high,accept,"high confidence, verified sample and dedication tokens"
St Peter and St Paul,Harlington,Middlesex,1,10679,high,accept,"high confidence, verified sample and dedication tokens"
,Luppitt,,1,16554,high,accept,"high confidence, verified sample and dedication tokens"
,Wellington,Somerset,1,10049,medium,reject,adjudicated: multi-tower town with no building evidence
St James,East Crompton,Greater Manchester,1,14199,high,accept,"high confidence, verified sample and dedication tokens"
St Michael,Kirby-le-Soken,Essex,1,16560,high,accept,"high confidence, verified sample and dedication tokens"
St Mark,Englefield,Berkshire,1,10325,high,accept,"high confidence, verified sample and dedication tokens"
,Kenwyn,,1,11209,high,accept,"high confidence, verified sample and dedication tokens"
,Towednack,,1,14661,high,accept,"high confidence, verified sample and dedication tokens"
St Mary the Virgin,Ringmer,East Sussex,1,10594,high,accept,"high confidence, verified sample and dedication tokens"
St Thomas,Moorside (Oldham),Lancashire,1,,none,reject,resolver found no tower
St Thomas,"Oldham, Moorside",Lancashire,1,,none,reject,resolver found no tower
St Thomas of Canterbury,Salisbury,Wiltshire,1,13300,high,accept,"high confidence, verified sample and dedication tokens"
,Aldeburgh,,1,17039,high,accept,"high confidence, verified sample and dedication tokens"
,Gaddesby,,1,14998,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Broughton Astley,Leicestershire,1,13152,high,accept,"high confidence, verified sample and dedication tokens"
St Peter,North Tawton,Devon,1,11109,high,accept,"high confidence, verified sample and dedication tokens"
St Mark,Philadelphia,Pennsylvania,1,16003,high,accept,"high confidence, verified sample and dedication tokens"
SS Mary the Virgin and Mary Magdalen,Tetbury,Gloucestershire,1,15266,medium,accept,"medium, building shares dedication evidence"
The Good Shepherd,Augusta,Georgia,1,16381,high,accept,"high confidence, verified sample and dedication tokens"
"Holy Trinity, West Hill",Wandsworth,SW 15,1,,none,reject,resolver found no tower
St Peter,West Bridgford,Nottinghamshire,1,11771,medium,reject,adjudicated: named church is not in Dove for this town
SS Philip & James,Holywood,"County Down, Northern Ireland",1,13444,high,accept,"high confidence, verified sample and dedication tokens"
St John the Baptist,Tunstall,Kent,1,12317,high,accept,"high confidence, verified sample and dedication tokens"
The Victoria Tower ( formerly St Mary the Virgin),Chatham,Kent,1,19083,medium,reject,adjudicated: names a saint absent from the sole tower
St Mary the Virgin,Bishop's Lydeard,Somerset,1,,none,reject,resolver found no tower
St Mary,Silverton,Devon,1,13709,high,accept,"high confidence, verified sample and dedication tokens"
All Saints,Darfield,South Yorkshire,1,12218,high,accept,"high confidence, verified sample and dedication tokens"
St John the Evangelist,Scunthorpe,Lincolnshire,1,,none,reject,resolver found no tower
St Michael,Whichford,Warwickshire,1,16949,high,accept,"high confidence, verified sample and dedication tokens"
St Nicholas,Warwick,Warwicks,1,15025,high,accept,"high confidence, verified sample and dedication tokens"
Cathedral of the Holy and Undivided Trinity,Bristol,Bristol,1,10300,high,accept,"high confidence, verified sample and dedication tokens"
BVM & St Peter,Winford,Somerset,1,16520,high,accept,"high confidence, verified sample and dedication tokens"
St Thomas,Pendleton,Lancashire,1,16797,high,accept,"high confidence, verified sample and dedication tokens"
St Lawrence,Church Stretton,Shropshire,1,15184,high,accept,"high confidence, verified sample and dedication tokens"
,Frensham,,1,10379,high,accept,"high confidence, verified sample and dedication tokens"
St Mary & All Saints,Beaconsfield,Buckinghamshire,1,13441,high,accept,"high confidence, verified sample and dedication tokens"
All Saints,Sutton Courtenay,Oxfordshire,1,15735,high,accept,"high confidence, verified sample and dedication tokens"
Harper Avenue,Radlett,"Hertfordshire, Ashmere",1,,none,reject,resolver found no tower
St Michael,Stoney Stanton,Leicestershire,1,14037,high,accept,"high confidence, verified sample and dedication tokens"
,Netherseale,,1,,none,reject,resolver found no tower
St Margaret,Rainham,Kent,1,16735,high,accept,"high confidence, verified sample and dedication tokens"
St Peter,Old Woking,Surrey,1,15923,high,accept,"high confidence, verified sample and dedication tokens"
All Saints,Clifton,Bedfordshire,1,14960,high,accept,"high confidence, verified sample and dedication tokens"
St John the Baptist,Danbury,Essex,1,16524,high,accept,"high confidence, verified sample and dedication tokens"
St Andrew,"Dudley, Netherton",West Midlands,1,15501,high,accept,"high confidence, verified sample and dedication tokens"
St James,Turramurra,New South Wales,1,15074,high,accept,"high confidence, verified sample and dedication tokens"
,Newton St Cyres,,1,13353,high,accept,"high confidence, verified sample and dedication tokens"
St Lawrence,Downton,Wiltshire,1,15953,high,accept,"high confidence, verified sample and dedication tokens"
,Skipton,,1,23418,high,accept,"high confidence, verified sample and dedication tokens"
,Kirton in Lindsey,,1,13723,high,accept,"high confidence, verified sample and dedication tokens"
St Anne's Cathedral (RC),Leeds,West Yorkshire,1,11425,high,accept,"high confidence, verified sample and dedication tokens"
St Michael and All Angels,Headingley,West Yorkshire,1,16033,high,accept,"high confidence, verified sample and dedication tokens"
,Rudgwick,,1,15186,high,accept,"high confidence, verified sample and dedication tokens"
"Campana Lodge, 96 Baxter Run Road",Clarington,Pennsylvania,1,,none,reject,resolver found no tower
St Cybi,Llangybi,Gwent,1,12355,high,accept,"high confidence, verified sample and dedication tokens"
Blessed Virgin Mary & St Peter,Winford,Somerset,1,16520,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Charlton Kings,Gloucestershire,1,15388,high,accept,"high confidence, verified sample and dedication tokens"
St Tudor,Mynyddislwyn,Gwent,1,13414,high,accept,"high confidence, verified sample and dedication tokens"
"Knowle, Holy Trinity",Bristol,Bristol,1,,none,reject,resolver found no tower
All Saints & St Bartholomew,Wootton Bassett,Wiltshire,1,16050,high,accept,"high confidence, verified sample and dedication tokens"
St Andrew,Congresbury,Somerset,1,10693,high,accept,"high confidence, verified sample and dedication tokens"
St Michael,Twerton on Avon,Somerset,1,12082,high,accept,"high confidence, verified sample and dedication tokens"
St Leonard,Sherfield English,Hampshire,1,11604,high,accept,"high confidence, verified sample and dedication tokens"
Buttery Wells Farm,Potterton,Aberdeenshire,1,,none,reject,resolver found no tower
"St Mary, Bow Road",Bow,Greater London,1,13996,high,accept,"high confidence, verified sample and dedication tokens"
St James the Apostle,Somerton,Oxfordshire,1,11413,high,accept,"high confidence, verified sample and dedication tokens"
Cathedral of St Canice,Kilkenny,Kilkenny,1,11778,high,accept,"high confidence, verified sample and dedication tokens"
Bell Meadow Peal,Warnham,West Sussex,1,,none,reject,resolver found no tower
Christ Church (Old North),Boston,"Massachusetts, United States of America",1,12291,high,accept,"high confidence, verified sample and dedication tokens"
St Wilfrid,Standish,Lancashire,1,14666,high,accept,"high confidence, verified sample and dedication tokens"
At the Parish Church of St Nicholas,New Romney,Kent,1,15817,high,accept,"high confidence, verified sample and dedication tokens"
,Headingley,,1,16033,high,accept,"high confidence, verified sample and dedication tokens"
"Christ Church, Douglas",Parbold,Lancashire,1,14091,high,accept,"high confidence, verified sample and dedication tokens"
,Kildwick,,1,17034,high,accept,"high confidence, verified sample and dedication tokens"
St Faith,Newton Longville,Buckinghamshire,1,14085,high,accept,"high confidence, verified sample and dedication tokens"
Priory Church of St Mary and St Bega,St Bees,Cumbria,1,10489,high,accept,"high confidence, verified sample and dedication tokens"
St James Gt,Audley,Staffordshire,1,15909,high,accept,"high confidence, verified sample and dedication tokens"
All Saints,West Bromwich,West Midlands,1,13138,high,accept,"high confidence, verified sample and dedication tokens"
St James the Great,Dursley,Glos.,1,11104,high,accept,"high confidence, verified sample and dedication tokens"
,Baldock,,1,12185,high,accept,"high confidence, verified sample and dedication tokens"
,Rock,,1,16741,medium,reject,adjudicated: multi-tower town with no building evidence
St Andrew,Cambridge,Cambridgeshire,1,15139,high,accept,"high confidence, verified sample and dedication tokens"
St Martin's,Ruislip,Greater London,1,16993,high,accept,"high confidence, verified sample and dedication tokens"
St John,Weston-super-Mare,North Somerset,1,12821,high,accept,"high confidence, verified sample and dedication tokens"
St Leonard,Streatham,Surrey,1,,none,reject,resolver found no tower
St Michael,Sunderland,,1,15838,high,accept,"high confidence, verified sample and dedication tokens"
"Chapel of St Hilda's School , Mosman Park",Perth,Western Australia,1,12726,high,accept,"high confidence, verified sample and dedication tokens"
St James Queens Square,Sydney,New South Wales,1,13677,high,accept,"high confidence, verified sample and dedication tokens"
"St Mary the Virgin, Deane",Bolton,Greater Manchester,1,11462,high,accept,"high confidence, verified sample and dedication tokens"
St Andrew,Kildwick,North Yorkshire,1,17034,high,accept,"high confidence, verified sample and dedication tokens"
11 St Chad's Drive,"Leeds, Headingley",West Yorkshire,1,,none,reject,resolver found no tower
,Ringing Room,Scotland,1,,none,reject,resolver found no tower
"Stetson Chapel, Kalamazoo College",Kalamazoo,"Michigan, United States of America",1,11102,high,accept,"high confidence, verified sample and dedication tokens"
,Uckfield,,1,13406,high,accept,"high confidence, verified sample and dedication tokens"
"Vernet-les-Bains, Wetton, Norwich & Great Hockham",Ringing Room,UK & France,1,,none,reject,resolver found no tower
Holy Trinity,"Wandsworth, West Hill",Surrey,1,,none,reject,resolver found no tower
,Walton-le-Dale,,1,12668,high,accept,"high confidence, verified sample and dedication tokens"
SS Mary and Paul,Rotherhithe,London,1,,none,reject,resolver found no tower
,Romford,,1,15620,medium,reject,adjudicated: multi-tower town with no building evidence
St Thomas,"Norbury, Hazel Grove",Greater Manchester,1,11240,high,accept,"high confidence, verified sample and dedication tokens"
St Michael and All Angels,"Headingley, Leeds",West Yorkshire,1,16033,high,accept,"high confidence, verified sample and dedication tokens"
St Nicholas,Chislehurst,Kent,1,,none,reject,resolver found no tower
,Hazel Grove,,1,11240,high,accept,"high confidence, verified sample and dedication tokens"
,Raleigh,,1,10203,high,accept,"high confidence, verified sample and dedication tokens"
,Brewster,,1,10265,high,accept,"high confidence, verified sample and dedication tokens"
St Mary the Virgin,Stratfield Mortimer,Berkshire,1,14457,high,accept,"high confidence, verified sample and dedication tokens"
Holy Cross and St Lawrence,Waltham Abbey,Essex,1,10053,high,accept,"high confidence, verified sample and dedication tokens"
SS Peter & Paul,Sheffield Cathedral,South Yorkshire,1,,none,reject,resolver found no tower
St Mary,Bletchley,Buckinghamshire,1,12576,high,accept,"high confidence, verified sample and dedication tokens"
Cathedral,Vancouver,,1,15376,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,"Portsea, Portsmouth",Hampshire,1,17042,high,accept,"high confidence, verified sample and dedication tokens"
St Lawrence,West Wycombe,Buckinghamshire,1,12842,high,accept,"high confidence, verified sample and dedication tokens"
,Belper,,1,16536,medium,reject,adjudicated: multi-tower town with no building evidence
,Warborough,,1,13177,high,accept,"high confidence, verified sample and dedication tokens"
St Bartholomew & All Saints,Royal Wootton Bassett,Wiltshire,1,16050,high,accept,"high confidence, verified sample and dedication tokens"
,Drumbo,,1,11938,high,accept,"high confidence, verified sample and dedication tokens"
St Andrew,Enfield,Greater London,1,14416,high,accept,"high confidence, verified sample and dedication tokens"
,Buckland-in-the-Moor,,1,15861,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Aylesbury,Buckinghamshire,1,15375,high,accept,"high confidence, verified sample and dedication tokens"
St Mary the Virgin,Bampton,Oxfordshire,1,12367,high,accept,"high confidence, verified sample and dedication tokens"
St James Gt,Hanslope,Buckinghamshire,1,11622,high,accept,"high confidence, verified sample and dedication tokens"
St Mary the Virgin,Godmanchester,Huntingdonshire,1,,none,reject,resolver found no tower
Guy's Hospital (Guy's Tower),Southwark,London,1,,none,reject,resolver found no tower
,Pershore Parish Centre,Worcestershire,1,,none,reject,resolver found no tower
Holy Nativity,"Bristol, Knowle",Bristol,1,15548,high,accept,"high confidence, verified sample and dedication tokens"
All SS,Terling,Essex,1,13514,high,accept,"high confidence, verified sample and dedication tokens"
St Helen,Benson,Oxfordshire,1,13576,high,accept,"high confidence, verified sample and dedication tokens"
Holy Trinity,Hurstpierpoint,West Sussex,1,14449,high,accept,"high confidence, verified sample and dedication tokens"
St Peter,Portishead,Somerset,1,10069,high,accept,"high confidence, verified sample and dedication tokens"
St John the Baptist,Fladbury,Worcestershire,1,10084,high,accept,"high confidence, verified sample and dedication tokens"
St Michael and All Angels,Melksham,Wiltshire,1,10928,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Eastbourne,East Sussex,1,11691,high,accept,"high confidence, verified sample and dedication tokens"
"Old Woking, St Peter",Woking,Surrey,1,,none,reject,resolver found no tower
All saints,Highweek,Devon,1,11556,high,accept,"high confidence, verified sample and dedication tokens"
St Andrew and St George West,Edinburgh,Lothian,1,,none,reject,resolver found no tower
St Andrew,Mells,Somerset,1,16026,high,accept,"high confidence, verified sample and dedication tokens"
Cathedral Church of St Mary,Limerick,County Limerick,1,15110,high,accept,"high confidence, verified sample and dedication tokens"
St James Garlickhythe,City of London,London,1,16578,high,accept,"high confidence, verified sample and dedication tokens"
Cathedral of St Mark,Shreveport,"Louisiana, USA",1,10716,high,accept,"high confidence, verified sample and dedication tokens"
St Martin,Horsley,Gloucestershire,1,15337,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Woodford,Northamptonshire,1,17015,high,accept,"high confidence, verified sample and dedication tokens"
Cathedral Church of St German,Peel,Isle of Man,1,15911,high,accept,"high confidence, verified sample and dedication tokens"
St Laurence,Frodsham,Cheshire,1,15988,high,accept,"high confidence, verified sample and dedication tokens"
Cathedral Church of Holy Trinity,Chichester,West Sussex,1,10237,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Portsmouth,Hampshire,1,16279,high,accept,"high confidence, verified sample and dedication tokens"
St Mary the Virgin,Tewkesbury Abbey,Gloucestershire,1,,none,reject,resolver found no tower
All Saints,Waldron,Sussex,1,13864,high,accept,"high confidence, verified sample and dedication tokens"
Cathedral Church of St Mary the Virgin,Glasgow,,1,13026,high,accept,"high confidence, verified sample and dedication tokens"
St Leonard,Seaford,Sussex,1,11538,high,accept,"high confidence, verified sample and dedication tokens"
St Mary the Virgin,Childrey,Oxfordshire,1,14183,high,accept,"high confidence, verified sample and dedication tokens"
St George-in-the-East,Stepney,Greater London,1,17069,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Hadlow,Kent,1,10073,high,accept,"high confidence, verified sample and dedication tokens"
St Clement's,Cambridge,Cambridgeshire,1,17550,high,accept,"high confidence, verified sample and dedication tokens"
St Hilda's School Chapel,"Mosman Park, Perth",Western Australia,1,12726,high,accept,"high confidence, verified sample and dedication tokens"
The Pig Sty,Timsbury,Somerset,1,25256,high,accept,"high confidence, verified sample and dedication tokens"
St Nicholas,King's Lynn,Norfolk,1,10477,high,accept,"high confidence, verified sample and dedication tokens"
St Bartholomew,Maresfield,East Sussex,1,13095,high,accept,"high confidence, verified sample and dedication tokens"
All Saints,St Ives,Cambridgeshire,1,14667,high,accept,"high confidence, verified sample and dedication tokens"
St Michael,Brierley Hill,West Midlands,1,10071,high,accept,"high confidence, verified sample and dedication tokens"
All Saints,East Budleigh,Devon,1,12007,high,accept,"high confidence, verified sample and dedication tokens"
SS Peter and Paul,Cattistock,Dorset,1,12314,high,accept,"high confidence, verified sample and dedication tokens"
St Peter,Harborne,West Midlands,1,11706,high,accept,"high confidence, verified sample and dedication tokens"
St Martin in the Cornmarket,Worcester,,1,10704,high,accept,"high confidence, verified sample and dedication tokens"
St Nicholas,Ashill,Norfolk,1,15024,high,accept,"high confidence, verified sample and dedication tokens"
St Gregory,Morville,Shropshire,1,15945,high,accept,"high confidence, verified sample and dedication tokens"
Christ Church,Hampstead,Greater London,1,13829,high,accept,"high confidence, verified sample and dedication tokens"
Kent School Chapel,Kent,Connecticut,1,13580,high,accept,"high confidence, verified sample and dedication tokens"
"Christ Church, Walcot",Bath,Somerset,1,14089,high,accept,"high confidence, verified sample and dedication tokens"
,"Ringing Room (Reach, Norwich, Wetton, Great Hockham)",,1,,none,reject,resolver found no tower
Uk,"Ringing Room (Reach, Reach, Norwich, Wetton)",,1,,none,reject,resolver found no tower
Christ Church,"Dore, Sheffield",South Yorkshire,1,15539,high,accept,"high confidence, verified sample and dedication tokens"
"St Peter, St Paul, and St Thomas of Canterbury",Bovey Tracey,Devon,1,14690,high,accept,"high confidence, verified sample and dedication tokens"
St Mary Magdalene,Leintwardine,Herefordshire,1,10054,high,accept,"high confidence, verified sample and dedication tokens"
St Michael,Framlingham,Suffolk,1,11728,high,accept,"high confidence, verified sample and dedication tokens"
St Mary the Virgin,Kelvedon,Essex,1,11766,high,accept,"high confidence, verified sample and dedication tokens"
St Edward,Stow on the Wold,Gloucestershire,1,16443,high,accept,"high confidence, verified sample and dedication tokens"
All Hallows,Gedling,Nottinghamshire,1,11286,high,accept,"high confidence, verified sample and dedication tokens"
St James,Bulkington,Warwickshire,1,16952,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Petworth,West Sussex,1,14727,high,accept,"high confidence, verified sample and dedication tokens"
