child_method_id,child_title,child_stage,parent_method_id,parent_title,parent_stage,family_name,relationship,confidence,evidence
m29720,Bastow Little Bob Fourteen,14,m14015,Bastow Little Bob Royal,10,Bastow,extension,high,"Preserved front work (100%), valid lead progression (4->4), matching Bob"
m14277,Bastow Little Bob Sixteen,16,m14015,Bastow Little Bob Royal,10,Bastow,extension,high,"Preserved front work (100%), valid lead progression (4->4), matching Bob"
m14245,Bastow Little Bob Maximus,12,m14225,Bastow Little Bob Cinques,11,Bastow,name_only,high,Dissimilar notation (0% front work) despite shared name
m29720,Bastow Little Bob Fourteen,14,m14225,Bastow Little Bob Cinques,11,Bastow,name_only,high,Dissimilar notation (0% front work) despite shared name
m14277,Bastow Little Bob Sixteen,16,m14225,Bastow Little Bob Cinques,11,Bastow,name_only,high,Dissimilar notation (0% front work) despite shared name
m29720,Bastow Little Bob Fourteen,14,m14245,Bastow Little Bob Maximus,12,Bastow,extension,high,"Preserved front work (100%), valid lead progression (4->4), matching Bob"
m14277,Bastow Little Bob Sixteen,16,m14245,Bastow Little Bob Maximus,12,Bastow,extension,high,"Preserved front work (100%), valid lead progression (4->4), matching Bob"
m14277,Bastow Little Bob Sixteen,16,m29720,Bastow Little Bob Fourteen,14,Bastow,extension,high,"Preserved front work (100%), valid lead progression (4->4), matching Bob"
m22294,Bath Surprise Royal,10,m27169,Bath Treble Place Doubles,5,Bath,name_only,high,Different classifications (Treble Place vs Surprise)
m14056,Bath Bob Cinques,11,m27169,Bath Treble Place Doubles,5,Bath,name_only,high,Different classifications (Treble Place vs Bob)
m14056,Bath Bob Cinques,11,m22294,Bath Surprise Royal,10,Bath,name_only,high,Different classifications (Surprise vs Bob)
m27170,Batheaston Treble Place Doubles,5,m38302,Batheaston Treble Bob Minimus,4,Batheaston,name_only,high,Different classifications (Treble Bob vs Treble Place)
m14099,Batley Bob Cinques,11,m13998,Batley Bob Royal,10,Batley,name_only,high,Dissimilar notation (0% front work) despite shared name
m33166,Battersea Bob Triples,7,m28402,Battersea Bob Minor,6,Battersea,extension,high,"Preserved front work (75%), valid lead progression (12->14), matching Bob"
m18012,Battersea Surprise Major,8,m28402,Battersea Bob Minor,6,Battersea,name_only,high,Different classifications (Bob vs Surprise)
m18012,Battersea Surprise Major,8,m33166,Battersea Bob Triples,7,Battersea,name_only,high,Different classifications (Bob vs Surprise)
m14102,Battle Bob Cinques,11,m13986,Battle Bob Royal,10,Battle,name_only,high,Dissimilar notation (0% front work) despite shared name
m15942,Battlefield Surprise Major,8,m28090,Battlefield Differential Doubles,5,Battlefield,name_only,high,Different classifications (Principle vs Surprise)
m20930,Bayswater Surprise Major,8,m60622,Bayswater Treble Place Minimus,4,Bayswater,name_only,high,Different classifications (Treble Place vs Surprise)
m22861,Beangram Surprise Maximus,12,m21821,Beangram Surprise Royal,10,Beangram,extension,high,"Preserved front work (75%), valid lead progression (40->48), matching Surprise"
m18384,Bearwood Surprise Major,8,m39781,Bearwood Treble Place Minimus,4,Bearwood,name_only,high,Different classifications (Treble Place vs Surprise)
m15836,Beauchief Surprise Major,8,m24020,Beauchief Delight Minor,6,Beauchief,variant,medium,"Partial structural overlap (38% front work), altered lead progression"
m30985,Beaufort Surprise Major,8,m25943,Beaufort Treble Bob Minor,6,Beaufort,variant,low,Weak notation alignment (33% front work); likely independent construction
m25064,Beaumont Delight Major,8,m28082,Beaumont Differential Doubles,5,Beaumont,name_only,high,Different classifications (Principle vs Delight)
m22156,Beaumont Surprise Royal,10,m28082,Beaumont Differential Doubles,5,Beaumont,name_only,high,Different classifications (Principle vs Surprise)
m34096,Beaumont Alliance Royal,10,m28082,Beaumont Differential Doubles,5,Beaumont,name_only,high,Different classifications (Principle vs Alliance)
m22156,Beaumont Surprise Royal,10,m25064,Beaumont Delight Major,8,Beaumont,variant,medium,Cross-class structural variant (Delight->Surprise) with 72% front work alignment
m34096,Beaumont Alliance Royal,10,m25064,Beaumont Delight Major,8,Beaumont,name_only,high,Different classifications (Delight vs Alliance)
m13811,Bebington Bob Caters,9,m12515,Bebington Bob Major,8,Bebington,name_only,high,Dissimilar notation (0% front work) despite shared name
m12861,Beckenham Bob Major,8,m11381,Beckenham Bob Minor,6,Beckenham,variant,medium,"Partial structural overlap (42% front work), altered lead progression"
m25180,Bedale Delight Major,8,m11166,Bedale Bob Minor,6,Bedale,name_only,high,Different classifications (Bob vs Delight)
m20113,Bedfont Surprise Major,8,m10677,Bedfont Bob Doubles,5,Bedfont,name_only,high,Different classifications (Bob vs Surprise)
m20113,Bedfont Surprise Major,8,m10694,Bedfont Place Doubles,5,Bedfont,name_only,high,Different classifications (Place vs Surprise)
m20113,Bedfont Surprise Major,8,m26436,Bedfont Alliance Doubles,5,Bedfont,name_only,high,Different classifications (Alliance vs Surprise)
m17451,Bedford Surprise Major,8,m14316,Bedford Surprise Minor,6,Bedford,extension,high,"Preserved front work (62%), valid lead progression (24->32), matching Surprise"
m31553,Bedford Alliance Major,8,m14316,Bedford Surprise Minor,6,Bedford,name_only,high,Different classifications (Surprise vs Alliance)
m21937,Bedford Surprise Royal,10,m14316,Bedford Surprise Minor,6,Bedford,extension,high,"Preserved front work (62%), valid lead progression (24->40), matching Surprise"
m22888,Bedford Surprise Maximus,12,m14316,Bedford Surprise Minor,6,Bedford,extension,high,"Preserved front work (62%), valid lead progression (24->48), matching Surprise"
m17451,Bedford Surprise Major,8,m23215,Bedford Delight Minor,6,Bedford,variant,medium,Cross-class structural variant (Delight->Surprise) with 62% front work alignment
m31553,Bedford Alliance Major,8,m23215,Bedford Delight Minor,6,Bedford,name_only,high,Different classifications (Delight vs Alliance)
m21937,Bedford Surprise Royal,10,m23215,Bedford Delight Minor,6,Bedford,variant,medium,Cross-class structural variant (Delight->Surprise) with 62% front work alignment
m22888,Bedford Surprise Maximus,12,m23215,Bedford Delight Minor,6,Bedford,variant,medium,Cross-class structural variant (Delight->Surprise) with 62% front work alignment
m21937,Bedford Surprise Royal,10,m17451,Bedford Surprise Major,8,Bedford,extension,high,"Preserved front work (78%), valid lead progression (32->40), matching Surprise"
m22888,Bedford Surprise Maximus,12,m17451,Bedford Surprise Major,8,Bedford,extension,high,"Preserved front work (78%), valid lead progression (32->48), matching Surprise"
m21937,Bedford Surprise Royal,10,m31553,Bedford Alliance Major,8,Bedford,name_only,high,Different classifications (Alliance vs Surprise)
m22888,Bedford Surprise Maximus,12,m31553,Bedford Alliance Major,8,Bedford,name_only,high,Different classifications (Alliance vs Surprise)
m22888,Bedford Surprise Maximus,12,m21937,Bedford Surprise Royal,10,Bedford,extension,high,"Preserved front work (82%), valid lead progression (40->48), matching Surprise"
m19519,Bedfordshire Surprise Major,8,m10601,Bedfordshire Bob Doubles,5,Bedfordshire,name_only,high,Different classifications (Bob vs Surprise)
m25749,Bedfordshire Delight Royal,10,m10601,Bedfordshire Bob Doubles,5,Bedfordshire,name_only,high,Different classifications (Bob vs Delight)
m25749,Bedfordshire Delight Royal,10,m19519,Bedfordshire Surprise Major,8,Bedfordshire,variant,medium,Cross-class structural variant (Surprise->Delight) with 66% front work alignment
m25111,Beeding Delight Major,8,m10047,Beeding Bob Triples,7,Beeding,name_only,high,Different classifications (Bob vs Delight)
m14207,Beedon Bob Cinques,11,m14804,Beedon Surprise Minor,6,Beedon,name_only,high,Different classifications (Surprise vs Bob)
m16889,Beer Surprise Major,8,m23524,Beer Delight Minor,6,Beer,variant,medium,Cross-class structural variant (Delight->Surprise) with 46% front work alignment
m16889,Beer Surprise Major,8,m27337,Beer Treble Place Minor,6,Beer,name_only,high,Different classifications (Treble Place vs Surprise)
m16704,Beeston Surprise Major,8,m24013,Beeston Delight Minor,6,Beeston,variant,low,Weak notation alignment (25% front work); likely independent construction
m13942,Beeston Bob Royal,10,m24013,Beeston Delight Minor,6,Beeston,name_only,high,Different classifications (Delight vs Bob)
m27025,Beeston Alliance Royal,10,m24013,Beeston Delight Minor,6,Beeston,name_only,high,Different classifications (Delight vs Alliance)
m13942,Beeston Bob Royal,10,m16704,Beeston Surprise Major,8,Beeston,name_only,high,Different classifications (Surprise vs Bob)
m27025,Beeston Alliance Royal,10,m16704,Beeston Surprise Major,8,Beeston,name_only,high,Different classifications (Surprise vs Alliance)
m29691,Beinn Alligin Surprise Royal,10,m24150,Beinn Alligin Delight Minor,6,Beinn Alligin,variant,medium,"Partial structural overlap (42% front work), altered lead progression"
m29304,Beinn Bhrotain Delight Royal,10,m40594,Beinn Bhrotain Minimus,4,Beinn Bhrotain,name_only,high,Different classifications (Hybrid vs Delight)
m15595,Beinn Dearg Surprise Minor,6,m40595,Beinn Dearg Minimus,4,Beinn Dearg,name_only,high,Different classifications (Hybrid vs Surprise)
m32781,Beinn Dearg Delight Royal,10,m40595,Beinn Dearg Minimus,4,Beinn Dearg,name_only,high,Different classifications (Hybrid vs Delight)
m32781,Beinn Dearg Delight Royal,10,m15595,Beinn Dearg Surprise Minor,6,Beinn Dearg,variant,medium,Cross-class structural variant (Surprise->Delight) with 50% front work alignment
m29972,Beinn Eighe Surprise Royal,10,m24156,Beinn Eighe Delight Minor,6,Beinn Eighe,variant,low,Weak notation alignment (29% front work); likely independent construction
m15351,Beinn Fhada Surprise Minor,6,m40596,Beinn Fhada Minimus,4,Beinn Fhada,name_only,high,Different classifications (Hybrid vs Surprise)
m29101,Beinn Mheadhoin Surprise Royal,10,m40599,Beinn Mheadhoin Minimus,4,Beinn Mheadhoin,name_only,high,Different classifications (Hybrid vs Surprise)
m15211,Beinn Sgulaird Surprise Minor,6,m40600,Beinn Sgulaird Minimus,4,Beinn Sgulaird,name_only,high,Different classifications (Hybrid vs Surprise)
m29099,Beinn a' Bhùird Surprise Royal,10,m40591,Beinn a' Bhùird Minimus,4,Beinn a' Bhùird,name_only,high,Different classifications (Hybrid vs Surprise)
m29523,Beinn a' Chaorainn Surprise Royal,10,m40592,Beinn a' Chaorainn Minimus,4,Beinn a' Chaorainn,name_only,high,Different classifications (Hybrid vs Surprise)
m15347,Beinn a' Chreachain Surprise Minor,6,m40593,Beinn a' Chreachain Minimus,4,Beinn a' Chreachain,name_only,high,Different classifications (Hybrid vs Surprise)
m15213,Beinn Ìme Surprise Minor,6,m40598,Beinn Ìme Minimus,4,Beinn Ìme,name_only,high,Different classifications (Hybrid vs Surprise)
m22608,Belfast Little Surprise Royal,10,m19756,Belfast Surprise Major,8,Belfast,variant,low,Weak notation alignment (54% front work); likely independent construction
m23030,Belfast Surprise Maximus,12,m19756,Belfast Surprise Major,8,Belfast,extension,high,"Preserved front work (69%), valid lead progression (32->48), matching Surprise"
m27130,Belfast Little Alliance Maximus,12,m19756,Belfast Surprise Major,8,Belfast,name_only,high,Different classifications (Surprise vs Alliance)
m22608,Belfast Little Surprise Royal,10,m21100,Belfast Little Surprise Major,8,Belfast,extension,high,"Preserved front work (100%), valid lead progression (24->24), matching Surprise"
m23030,Belfast Surprise Maximus,12,m21100,Belfast Little Surprise Major,8,Belfast,variant,low,Weak notation alignment (54% front work); likely independent construction
m27130,Belfast Little Alliance Maximus,12,m21100,Belfast Little Surprise Major,8,Belfast,name_only,high,Different classifications (Surprise vs Alliance)
m22608,Belfast Little Surprise Royal,10,m25311,Belfast Delight Major,8,Belfast,variant,low,Weak notation alignment (46% front work); likely independent construction
m23030,Belfast Surprise Maximus,12,m25311,Belfast Delight Major,8,Belfast,variant,low,Weak notation alignment (31% front work); likely independent construction
m27130,Belfast Little Alliance Maximus,12,m25311,Belfast Delight Major,8,Belfast,name_only,high,Different classifications (Delight vs Alliance)
m22608,Belfast Little Surprise Royal,10,m26964,Belfast Little Alliance Major,8,Belfast,name_only,high,Different classifications (Alliance vs Surprise)
m23030,Belfast Surprise Maximus,12,m26964,Belfast Little Alliance Major,8,Belfast,name_only,high,Different classifications (Alliance vs Surprise)
m27130,Belfast Little Alliance Maximus,12,m26964,Belfast Little Alliance Major,8,Belfast,extension,high,"Preserved front work (100%), valid lead progression (20->20), matching Alliance"
m23030,Belfast Surprise Maximus,12,m22608,Belfast Little Surprise Royal,10,Belfast,variant,low,Weak notation alignment (54% front work); likely independent construction
m27130,Belfast Little Alliance Maximus,12,m22608,Belfast Little Surprise Royal,10,Belfast,name_only,high,Different classifications (Surprise vs Alliance)
m21354,Belgrave Surprise Royal,10,m17059,Belgrave Surprise Major,8,Belgrave,extension,high,"Preserved front work (72%), valid lead progression (32->40), matching Surprise"
m22718,Belgrave Surprise Maximus,12,m17059,Belgrave Surprise Major,8,Belgrave,extension,high,"Preserved front work (75%), valid lead progression (32->48), matching Surprise"
m22718,Belgrave Surprise Maximus,12,m21354,Belgrave Surprise Royal,10,Belgrave,extension,high,"Preserved front work (75%), valid lead progression (40->48), matching Surprise"
m21256,Bellingham Surprise Royal,10,m11097,Bellingham Bob Minor,6,Bellingham,name_only,high,Different classifications (Bob vs Surprise)
m20080,Belper Surprise Major,8,m11361,Belper Bob Minor,6,Belper,name_only,high,Different classifications (Bob vs Surprise)
m46360,Belsize Park Surprise Royal,10,m12168,Belsize Park Bob Minor,6,Belsize Park,name_only,high,Different classifications (Bob vs Surprise)
m17376,Belton Surprise Major,8,m26720,Belton Alliance Minor,6,Belton,name_only,high,Different classifications (Alliance vs Surprise)
m18508,Belvedere Surprise Major,8,m11936,Belvedere Little Bob Minor,6,Belvedere,name_only,high,Different classifications (Bob vs Surprise)
m22843,Belvoir Surprise Maximus,12,m23586,Belvoir Delight Minor,6,Belvoir,variant,medium,Cross-class structural variant (Delight->Surprise) with 58% front work alignment
m29098,Ben Avon Surprise Royal,10,m40601,Ben Avon Minimus,4,Ben Avon,name_only,high,Different classifications (Hybrid vs Surprise)
m14473,Ben Cruachan Surprise Minor,6,m40602,Ben Cruachan Minimus,4,Ben Cruachan,name_only,high,Different classifications (Hybrid vs Surprise)
m33888,Ben Cruachan Delight Royal,10,m40602,Ben Cruachan Minimus,4,Ben Cruachan,name_only,high,Different classifications (Hybrid vs Delight)
m33888,Ben Cruachan Delight Royal,10,m14473,Ben Cruachan Surprise Minor,6,Ben Cruachan,variant,medium,Cross-class structural variant (Surprise->Delight) with 62% front work alignment
m26232,Ben Klibreck Treble Bob Minor,6,m40648,Ben Klibreck Minimus,4,Ben Klibreck,name_only,high,Different classifications (Hybrid vs Treble Bob)
m14349,Ben Lawers Surprise Minor,6,m40603,Ben Lawers Minimus,4,Ben Lawers,name_only,high,Different classifications (Hybrid vs Surprise)
m28971,Ben Lawers Delight Royal,10,m40603,Ben Lawers Minimus,4,Ben Lawers,name_only,high,Different classifications (Hybrid vs Delight)
m28971,Ben Lawers Delight Royal,10,m14349,Ben Lawers Surprise Minor,6,Ben Lawers,variant,medium,Cross-class structural variant (Surprise->Delight) with 62% front work alignment
m18850,Ben Lomond Surprise Major,8,m40317,Ben Lomond Minimus,4,Ben Lomond,name_only,high,Different classifications (Hybrid vs Surprise)
m31771,Ben Lui Surprise Royal,10,m40605,Ben Lui Minimus,4,Ben Lui,name_only,high,Different classifications (Hybrid vs Surprise)
m21573,Ben Macdui Surprise Royal,10,m40606,Ben Macdui Minimus,4,Ben Macdui,name_only,high,Different classifications (Hybrid vs Surprise)
m29100,Ben More Surprise Royal,10,m40607,Ben More Minimus,4,Ben More,name_only,high,Different classifications (Hybrid vs Surprise)
m15011,Ben More Assynt Surprise Minor,6,m40608,Ben More Assynt Minimus,4,Ben More Assynt,name_only,high,Different classifications (Hybrid vs Surprise)
m27382,Ben Nevis Treble Place Minor,6,m40609,Ben Nevis Minimus,4,Ben Nevis,name_only,high,Different classifications (Hybrid vs Treble Place)
m28792,Ben Nevis Surprise Royal,10,m40609,Ben Nevis Minimus,4,Ben Nevis,name_only,high,Different classifications (Hybrid vs Surprise)
m28792,Ben Nevis Surprise Royal,10,m27382,Ben Nevis Treble Place Minor,6,Ben Nevis,name_only,high,Different classifications (Treble Place vs Surprise)
m15115,Ben Vorlich Surprise Minor,6,m40610,Ben Vorlich Minimus,4,Ben Vorlich,name_only,high,Different classifications (Hybrid vs Surprise)
