child_method_id,child_title,child_stage,parent_method_id,parent_title,parent_stage,family_name,relationship,confidence,evidence
m29088,Inverse Lizzicles Little Surprise Royal,10,m28849,Inverse Lizzicles Little Surprise Major,8,Inverse Lizzicles,extension,high,"Preserved front work (100%), valid lead progression (16->16), matching Surprise"
m27142,Io Little Alliance Maximus,12,m20187,Io Surprise Major,8,Io,name_only,high,Different classifications (Surprise vs Alliance)
m29272,Io Little Alliance Sixteen,16,m20187,Io Surprise Major,8,Io,name_only,high,Different classifications (Surprise vs Alliance)
m29272,Io Little Alliance Sixteen,16,m27142,Io Little Alliance Maximus,12,Io,extension,high,"Preserved front work (100%), valid lead progression (24->24), matching Alliance"
m18648,Iodine Surprise Major,8,m23320,Iodine Delight Minor,6,Iodine,variant,medium,Cross-class structural variant (Delight->Surprise) with 62% front work alignment
m22121,Iodine Surprise Royal,10,m23320,Iodine Delight Minor,6,Iodine,variant,medium,Cross-class structural variant (Delight->Surprise) with 58% front work alignment
m22121,Iodine Surprise Royal,10,m18648,Iodine Surprise Major,8,Iodine,extension,high,"Preserved front work (75%), valid lead progression (32->40), matching Surprise"
m29039,Iona Surprise Royal,10,m25002,Iona Delight Major,8,Iona,variant,medium,Cross-class structural variant (Delight->Surprise) with 50% front work alignment
m28430,Ipplepen Delight Royal,10,m17855,Ipplepen Surprise Major,8,Ipplepen,variant,medium,Cross-class structural variant (Surprise->Delight) with 56% front work alignment
m14563,Ipswich Surprise Minor,6,m32162,Ipswich Treble Place Minimus,4,Ipswich,name_only,high,Different classifications (Treble Place vs Surprise)
m12904,Ipswich Bob Major,8,m32162,Ipswich Treble Place Minimus,4,Ipswich,name_only,high,Different classifications (Treble Place vs Bob)
m17290,Ipswich Surprise Major,8,m32162,Ipswich Treble Place Minimus,4,Ipswich,name_only,high,Different classifications (Treble Place vs Surprise)
m24419,Ipswich Delight Major,8,m32162,Ipswich Treble Place Minimus,4,Ipswich,name_only,high,Different classifications (Treble Place vs Delight)
m30828,Ipswich Alliance Major,8,m32162,Ipswich Treble Place Minimus,4,Ipswich,name_only,high,Different classifications (Treble Place vs Alliance)
m13839,Ipswich Bob Caters,9,m32162,Ipswich Treble Place Minimus,4,Ipswich,name_only,high,Different classifications (Treble Place vs Bob)
m25615,Ipswich Delight Royal,10,m32162,Ipswich Treble Place Minimus,4,Ipswich,name_only,high,Different classifications (Treble Place vs Delight)
m25857,Ipswich Delight Maximus,12,m32162,Ipswich Treble Place Minimus,4,Ipswich,name_only,high,Different classifications (Treble Place vs Delight)
m12904,Ipswich Bob Major,8,m14563,Ipswich Surprise Minor,6,Ipswich,name_only,high,Different classifications (Surprise vs Bob)
m17290,Ipswich Surprise Major,8,m14563,Ipswich Surprise Minor,6,Ipswich,extension,high,"Preserved front work (67%), valid lead progression (24->32), matching Surprise"
m24419,Ipswich Delight Major,8,m14563,Ipswich Surprise Minor,6,Ipswich,variant,medium,Cross-class structural variant (Surprise->Delight) with 79% front work alignment
m30828,Ipswich Alliance Major,8,m14563,Ipswich Surprise Minor,6,Ipswich,name_only,high,Different classifications (Surprise vs Alliance)
m13839,Ipswich Bob Caters,9,m14563,Ipswich Surprise Minor,6,Ipswich,name_only,high,Different classifications (Surprise vs Bob)
m25615,Ipswich Delight Royal,10,m14563,Ipswich Surprise Minor,6,Ipswich,variant,medium,Cross-class structural variant (Surprise->Delight) with 79% front work alignment
m25857,Ipswich Delight Maximus,12,m14563,Ipswich Surprise Minor,6,Ipswich,variant,medium,Cross-class structural variant (Surprise->Delight) with 79% front work alignment
m13839,Ipswich Bob Caters,9,m12904,Ipswich Bob Major,8,Ipswich,name_only,high,Dissimilar notation (0% front work) despite shared name
m25615,Ipswich Delight Royal,10,m12904,Ipswich Bob Major,8,Ipswich,name_only,high,Different classifications (Bob vs Delight)
m25857,Ipswich Delight Maximus,12,m12904,Ipswich Bob Major,8,Ipswich,name_only,high,Different classifications (Bob vs Delight)
m13839,Ipswich Bob Caters,9,m17290,Ipswich Surprise Major,8,Ipswich,name_only,high,Different classifications (Surprise vs Bob)
m25615,Ipswich Delight Royal,10,m17290,Ipswich Surprise Major,8,Ipswich,variant,medium,Cross-class structural variant (Surprise->Delight) with 59% front work alignment
m25857,Ipswich Delight Maximus,12,m17290,Ipswich Surprise Major,8,Ipswich,variant,medium,Cross-class structural variant (Surprise->Delight) with 59% front work alignment
m13839,Ipswich Bob Caters,9,m24419,Ipswich Delight Major,8,Ipswich,name_only,high,Different classifications (Delight vs Bob)
m25615,Ipswich Delight Royal,10,m24419,Ipswich Delight Major,8,Ipswich,extension,high,"Preserved front work (84%), valid lead progression (32->40), matching Delight"
m25857,Ipswich Delight Maximus,12,m24419,Ipswich Delight Major,8,Ipswich,extension,high,"Preserved front work (84%), valid lead progression (32->48), matching Delight"
m13839,Ipswich Bob Caters,9,m30828,Ipswich Alliance Major,8,Ipswich,name_only,high,Different classifications (Alliance vs Bob)
m25615,Ipswich Delight Royal,10,m30828,Ipswich Alliance Major,8,Ipswich,name_only,high,Different classifications (Alliance vs Delight)
m25857,Ipswich Delight Maximus,12,m30828,Ipswich Alliance Major,8,Ipswich,name_only,high,Different classifications (Alliance vs Delight)
m25615,Ipswich Delight Royal,10,m13839,Ipswich Bob Caters,9,Ipswich,name_only,high,Different classifications (Bob vs Delight)
m25857,Ipswich Delight Maximus,12,m13839,Ipswich Bob Caters,9,Ipswich,name_only,high,Different classifications (Bob vs Delight)
m25857,Ipswich Delight Maximus,12,m25615,Ipswich Delight Royal,10,Ipswich,extension,high,"Preserved front work (88%), valid lead progression (40->48), matching Delight"
m18457,Iridium Surprise Major,8,m23601,Iridium Delight Minor,6,Iridium,variant,medium,"Partial structural overlap (38% front work), altered lead progression"
m10044,Irish Sea Bob Triples,7,m58077,Irish Sea Treble Bob Minor,6,Irish Sea,name_only,high,Different classifications (Treble Bob vs Bob)
m25793,Irish Sea Delight Royal,10,m58077,Irish Sea Treble Bob Minor,6,Irish Sea,variant,medium,"Partial structural overlap (42% front work), altered lead progression"
m25793,Irish Sea Delight Royal,10,m10044,Irish Sea Bob Triples,7,Irish Sea,name_only,high,Different classifications (Bob vs Delight)
m24551,Irnham Delight Major,8,m10575,Irnham Bob Doubles,5,Irnham,name_only,high,Different classifications (Bob vs Delight)
m19272,Iron Surprise Major,8,m23633,Iron Delight Minor,6,Iron,variant,medium,Cross-class structural variant (Delight->Surprise) with 50% front work alignment
m21802,Ironbridge Surprise Royal,10,m24486,Ironbridge Delight Major,8,Ironbridge,variant,medium,Cross-class structural variant (Delight->Surprise) with 50% front work alignment
m51300,Irongate Alliance Royal,10,m12132,Irongate Bob Minor,6,Irongate,name_only,high,Different classifications (Bob vs Alliance)
m17362,Isham Surprise Major,8,m23699,Isham Delight Minor,6,Isham,variant,low,Weak notation alignment (33% front work); likely independent construction
m17362,Isham Surprise Major,8,m26590,Isham Alliance Minor,6,Isham,name_only,high,Different classifications (Alliance vs Surprise)
m16376,Isla Surprise Major,8,m26106,Isla Treble Bob Minor,6,Isla,variant,medium,Cross-class structural variant (Treble Bob->Surprise) with 50% front work alignment
m16376,Isla Surprise Major,8,m42585,Isla Delight Minor,6,Isla,name_only,high,Incompatible hunt count (2 vs 1)
m16053,Islay Surprise Major,8,m26128,Islay Treble Bob Minor,6,Islay,name_only,high,Dissimilar notation (21% front work) despite shared name
m28582,Islay Alliance Major,8,m26128,Islay Treble Bob Minor,6,Islay,name_only,high,Different classifications (Treble Bob vs Alliance)
m24723,Isle of Ely Delight Major,8,m11209,Isle of Ely Bob Minor,6,Isle of Ely,name_only,high,Different classifications (Bob vs Delight)
m29605,Isle of Man Delight Major,8,m15490,Isle of Man Surprise Minor,6,Isle of Man,variant,low,Weak notation alignment (25% front work); likely independent construction
m18576,Isle of Wight Surprise Major,8,m26127,Isle of Wight Treble Bob Minor,6,Isle of Wight,variant,low,Weak notation alignment (25% front work); likely independent construction
m14191,Isle of Wight Bob Cinques,11,m26127,Isle of Wight Treble Bob Minor,6,Isle of Wight,name_only,high,Different classifications (Treble Bob vs Bob)
m18576,Isle of Wight Surprise Major,8,m36888,Isle of Wight Treble Place Minor,6,Isle of Wight,name_only,high,Different classifications (Treble Place vs Surprise)
m14191,Isle of Wight Bob Cinques,11,m36888,Isle of Wight Treble Place Minor,6,Isle of Wight,name_only,high,Different classifications (Treble Place vs Bob)
m14191,Isle of Wight Bob Cinques,11,m18576,Isle of Wight Surprise Major,8,Isle of Wight,name_only,high,Different classifications (Surprise vs Bob)
m22806,Isleworth Surprise Maximus,12,m14027,Isleworth Little Bob Royal,10,Isleworth,name_only,high,Different classifications (Bob vs Surprise)
m22806,Isleworth Surprise Maximus,12,m21523,Isleworth Surprise Royal,10,Isleworth,extension,high,"Preserved front work (78%), valid lead progression (40->48), matching Surprise"
m22806,Isleworth Surprise Maximus,12,m25651,Isleworth Delight Royal,10,Isleworth,variant,medium,Cross-class structural variant (Delight->Surprise) with 68% front work alignment
m22806,Isleworth Surprise Maximus,12,m27030,Isleworth Alliance Royal,10,Isleworth,name_only,high,Different classifications (Alliance vs Surprise)
m29591,Islington New Bob Triples,7,m28945,Islington New Bob Minor,6,Islington New,extension,high,"Preserved front work (67%), valid lead progression (12->14), matching Bob"
m12826,Islip Bob Major,8,m26122,Islip Treble Bob Minor,6,Islip,name_only,high,Different classifications (Treble Bob vs Bob)
m15855,Islip Surprise Major,8,m26122,Islip Treble Bob Minor,6,Islip,variant,low,Weak notation alignment (25% front work); likely independent construction
m37760,Islip Alliance Major,8,m26122,Islip Treble Bob Minor,6,Islip,name_only,high,Different classifications (Treble Bob vs Alliance)
m29935,Istanbul Delight Major,8,m27649,Istanbul Treble Place Minor,6,Istanbul,name_only,high,Different classifications (Treble Place vs Delight)
m22621,Isurium Little Surprise Royal,10,m18913,Isurium Surprise Major,8,Isurium,extension,high,"Preserved front work (100%), valid lead progression (32->32), matching Surprise"
m13985,Itchen Bob Royal,10,m21109,Itchen Little Surprise Major,8,Itchen,name_only,high,Different classifications (Surprise vs Bob)
m14079,Itchen Bob Cinques,11,m21109,Itchen Little Surprise Major,8,Itchen,name_only,high,Different classifications (Surprise vs Bob)
m13985,Itchen Bob Royal,10,m26378,Itchen Treble Bob Major,8,Itchen,name_only,high,Different classifications (Treble Bob vs Bob)
m14079,Itchen Bob Cinques,11,m26378,Itchen Treble Bob Major,8,Itchen,name_only,high,Different classifications (Treble Bob vs Bob)
m14079,Itchen Bob Cinques,11,m13985,Itchen Bob Royal,10,Itchen,name_only,high,Dissimilar notation (20% front work) despite shared name
m10046,Itchingfield Bob Triples,7,m28069,Itchingfield Differential Doubles,5,Itchingfield,name_only,high,Different classifications (Principle vs Bob)
m18158,Ivel Surprise Major,8,m23506,Ivel Delight Minor,6,Ivel,variant,medium,Cross-class structural variant (Delight->Surprise) with 62% front work alignment
m30064,Ivington Alliance Royal,10,m35105,Ivington Surprise Major,8,Ivington,name_only,high,Different classifications (Surprise vs Alliance)
m27140,Ivory Little Alliance Maximus,12,m20211,Ivory Surprise Major,8,Ivory,name_only,high,Different classifications (Surprise vs Alliance)
m29907,Jackdaw Alliance Major,8,m51280,Jackdaw Treble Place Minimus,4,Jackdaw,name_only,high,Different classifications (Treble Place vs Alliance)
m36960,Jackdaw Surprise Major,8,m51280,Jackdaw Treble Place Minimus,4,Jackdaw,name_only,high,Different classifications (Treble Place vs Surprise)
m34683,Jacob Delight Royal,10,m18960,Jacob Surprise Major,8,Jacob,variant,medium,Cross-class structural variant (Surprise->Delight) with 50% front work alignment
m21933,Jacob's Wells Surprise Royal,10,m24752,Jacob's Wells Delight Major,8,Jacob's Wells,variant,medium,Cross-class structural variant (Delight->Surprise) with 69% front work alignment
m27048,Jacob's Wells Alliance Royal,10,m24752,Jacob's Wells Delight Major,8,Jacob's Wells,name_only,high,Different classifications (Delight vs Alliance)
m19008,Jacobs Ladder Surprise Major,8,m11138,Jacobs Ladder Bob Minor,6,Jacobs Ladder,name_only,high,Different classifications (Bob vs Surprise)
m21790,Jacobstowe Surprise Royal,10,m53139,Jacobstowe Delight Major,8,Jacobstowe,variant,medium,Cross-class structural variant (Delight->Surprise) with 56% front work alignment
m17995,Jade Surprise Major,8,m23930,Jade Delight Minor,6,Jade,variant,low,Weak notation alignment (25% front work); likely independent construction
m31584,Jannu Surprise Maximus,12,m27602,Jannu Treble Place Minor,6,Jannu,name_only,high,Different classifications (Treble Place vs Surprise)
m25621,January Delight Royal,10,m20603,January Surprise Major,8,January,variant,medium,Cross-class structural variant (Surprise->Delight) with 50% front work alignment
m25621,January Delight Royal,10,m24428,January Delight Major,8,January,extension,high,"Preserved front work (72%), valid lead progression (32->40), matching Delight"
m25621,January Delight Royal,10,m37332,January Alliance Major,8,January,name_only,high,Different classifications (Alliance vs Delight)
m61301,Jarrom Surprise Major,8,m14287,Jarrom Surprise Minor,6,Jarrom,extension,high,"Preserved front work (75%), valid lead progression (24->32), matching Surprise"
m25656,Jasmine Delight Royal,10,m17329,Jasmine Surprise Major,8,Jasmine,variant,medium,"Partial structural overlap (38% front work), altered lead progression"
m15825,Jasper Surprise Major,8,m24032,Jasper Delight Minor,6,Jasper,name_only,high,Dissimilar notation (21% front work) despite shared name
m21954,Jawcraig Surprise Royal,10,m17608,Jawcraig Surprise Major,8,Jawcraig,extension,medium,Consistent lead structure (32->40) and front work (59%)
m23004,Jedburgh Surprise Maximus,12,m19423,Jedburgh Surprise Major,8,Jedburgh,extension,high,"Preserved front work (66%), valid lead progression (32->48), matching Surprise"
m23004,Jedburgh Surprise Maximus,12,m24739,Jedburgh Delight Major,8,Jedburgh,variant,medium,Cross-class structural variant (Delight->Surprise) with 50% front work alignment
m33056,Jenner Delight Maximus,12,m25649,Jenner Delight Royal,10,Jenner,extension,high,"Preserved front work (70%), valid lead progression (40->48), matching Delight"
m21697,Jeremiah Surprise Royal,10,m26116,Jeremiah Treble Bob Minor,6,Jeremiah,variant,medium,"Partial structural overlap (42% front work), altered lead progression"
m19270,Jersey Surprise Major,8,m27505,Jersey Treble Place Minor,6,Jersey,name_only,high,Different classifications (Treble Place vs Surprise)
m25216,Jersey Delight Major,8,m27505,Jersey Treble Place Minor,6,Jersey,name_only,high,Different classifications (Treble Place vs Delight)
m22979,Jersey Surprise Maximus,12,m27505,Jersey Treble Place Minor,6,Jersey,name_only,high,Different classifications (Treble Place vs Surprise)
m22979,Jersey Surprise Maximus,12,m19270,Jersey Surprise Major,8,Jersey,extension,high,"Preserved front work (69%), valid lead progression (32->48), matching Surprise"
m22979,Jersey Surprise Maximus,12,m25216,Jersey Delight Major,8,Jersey,variant,medium,Cross-class structural variant (Delight->Surprise) with 66% front work alignment
m22516,Jervaulx Surprise Royal,10,m11376,Jervaulx Bob Minor,6,Jervaulx,name_only,high,Different classifications (Bob vs Surprise)
m20495,Jesus College Surprise Major,8,m41558,Jesus College Treble Bob Minimus,4,Jesus College,name_only,high,Dissimilar notation (21% front work) despite shared name
m21264,Jet Surprise Royal,10,m24209,Jet Delight Minor,6,Jet,variant,medium,Cross-class structural variant (Delight->Surprise) with 58% front work alignment
m22811,Jezebel Surprise Maximus,12,m23300,Jezebel Delight Minor,6,Jezebel,variant,medium,Cross-class structural variant (Delight->Surprise) with 67% front work alignment
m22849,Jordanthorpe Surprise Maximus,12,m25623,Jordanthorpe Delight Royal,10,Jordanthorpe,variant,medium,Cross-class structural variant (Delight->Surprise) with 50% front work alignment
m12844,Joshua Bob Major,8,m28071,Joshua Differential Doubles,5,Joshua,name_only,high,Different classifications (Principle vs Bob)
m21643,Joshua Surprise Royal,10,m28071,Joshua Differential Doubles,5,Joshua,name_only,high,Different classifications (Principle vs Surprise)
m21643,Joshua Surprise Royal,10,m12844,Joshua Bob Major,8,Joshua,name_only,high,Different classifications (Bob vs Surprise)
m15876,Joule Surprise Major,8,m30313,Joule Bob Triples,7,Joule,name_only,high,Different classifications (Bob vs Surprise)
m34675,Jovium Surprise Royal,10,m16377,Jovium Surprise Major,8,Jovium,extension,high,"Preserved front work (81%), valid lead progression (32->40), matching Surprise"
m49037,Jovium Treble Place Royal,10,m16377,Jovium Surprise Major,8,Jovium,name_only,high,Different classifications (Surprise vs Treble Place)
m34675,Jovium Surprise Royal,10,m50908,Jovium Alliance Major,8,Jovium,name_only,high,Different classifications (Alliance vs Surprise)
m49037,Jovium Treble Place Royal,10,m50908,Jovium Alliance Major,8,Jovium,name_only,high,Different classifications (Alliance vs Treble Place)
m19041,Jubilate Surprise Major,8,m24074,Jubilate Delight Minor,6,Jubilate,variant,low,Weak notation alignment (29% front work); likely independent construction
m16489,Jubilee Surprise Major,8,m23801,Jubilee Delight Minor,6,Jubilee,variant,medium,"Partial structural overlap (42% front work), altered lead progression"
m44731,Jubilee Alliance Major,8,m23801,Jubilee Delight Minor,6,Jubilee,name_only,high,Different classifications (Delight vs Alliance)
m36255,Jubilee Little Bob Royal,10,m23801,Jubilee Delight Minor,6,Jubilee,name_only,high,Different classifications (Delight vs Bob)
m22674,Jubilee Surprise Maximus,12,m23801,Jubilee Delight Minor,6,Jubilee,variant,medium,"Partial structural overlap (42% front work), altered lead progression"
m16489,Jubilee Surprise Major,8,m26124,Jubilee Treble Bob Minor,6,Jubilee,name_only,high,Dissimilar notation (17% front work) despite shared name
m44731,Jubilee Alliance Major,8,m26124,Jubilee Treble Bob Minor,6,Jubilee,name_only,high,Different classifications (Treble Bob vs Alliance)
m36255,Jubilee Little Bob Royal,10,m26124,Jubilee Treble Bob Minor,6,Jubilee,name_only,high,Different classifications (Treble Bob vs Bob)
m22674,Jubilee Surprise Maximus,12,m26124,Jubilee Treble Bob Minor,6,Jubilee,name_only,high,Dissimilar notation (17% front work) despite shared name
m16489,Jubilee Surprise Major,8,m27426,Jubilee Treble Place Minor,6,Jubilee,name_only,high,Different classifications (Treble Place vs Surprise)
m44731,Jubilee Alliance Major,8,m27426,Jubilee Treble Place Minor,6,Jubilee,name_only,high,Different classifications (Treble Place vs Alliance)
m36255,Jubilee Little Bob Royal,10,m27426,Jubilee Treble Place Minor,6,Jubilee,name_only,high,Different classifications (Treble Place vs Bob)
m22674,Jubilee Surprise Maximus,12,m27426,Jubilee Treble Place Minor,6,Jubilee,name_only,high,Different classifications (Treble Place vs Surprise)
m36255,Jubilee Little Bob Royal,10,m16489,Jubilee Surprise Major,8,Jubilee,name_only,high,Different classifications (Surprise vs Bob)
m22674,Jubilee Surprise Maximus,12,m16489,Jubilee Surprise Major,8,Jubilee,extension,high,"Preserved front work (81%), valid lead progression (32->48), matching Surprise"
m36255,Jubilee Little Bob Royal,10,m44731,Jubilee Alliance Major,8,Jubilee,name_only,high,Different classifications (Alliance vs Bob)
m22674,Jubilee Surprise Maximus,12,m44731,Jubilee Alliance Major,8,Jubilee,name_only,high,Different classifications (Alliance vs Surprise)
m22674,Jubilee Surprise Maximus,12,m36255,Jubilee Little Bob Royal,10,Jubilee,name_only,high,Different classifications (Bob vs Surprise)
m31052,Julie McDonnell Delight Minor,6,m31900,Julie McDonnell Treble Bob Minimus,4,Julie McDonnell,name_only,high,Incompatible hunt count (1 vs 2)
m29561,Julie McDonnell Bob Major,8,m31900,Julie McDonnell Treble Bob Minimus,4,Julie McDonnell,name_only,high,Different classifications (Treble Bob vs Bob)
m30827,Julie McDonnell Treble Place Major,8,m31900,Julie McDonnell Treble Bob Minimus,4,Julie McDonnell,name_only,high,Different classifications (Treble Bob vs Treble Place)
m30932,Julie McDonnell Alliance Major,8,m31900,Julie McDonnell Treble Bob Minimus,4,Julie McDonnell,name_only,high,Different classifications (Treble Bob vs Alliance)
m30988,Julie McDonnell Surprise Major,8,m31900,Julie McDonnell Treble Bob Minimus,4,Julie McDonnell,variant,medium,"Partial structural overlap (38% front work), altered lead progression"
m31458,Julie McDonnell Little Alliance Major,8,m31900,Julie McDonnell Treble Bob Minimus,4,Julie McDonnell,name_only,high,Different classifications (Treble Bob vs Alliance)
m30976,Julie McDonnell Alliance Royal,10,m31900,Julie McDonnell Treble Bob Minimus,4,Julie McDonnell,name_only,high,Different classifications (Treble Bob vs Alliance)
m31114,Julie McDonnell Little Alliance Royal,10,m31900,Julie McDonnell Treble Bob Minimus,4,Julie McDonnell,name_only,high,Different classifications (Treble Bob vs Alliance)
m31772,Julie McDonnell Surprise Royal,10,m31900,Julie McDonnell Treble Bob Minimus,4,Julie McDonnell,variant,medium,"Partial structural overlap (38% front work), altered lead progression"
m31054,Julie McDonnell Alliance Maximus,12,m31900,Julie McDonnell Treble Bob Minimus,4,Julie McDonnell,name_only,high,Different classifications (Treble Bob vs Alliance)
m31733,Julie McDonnell Little Alliance Maximus,12,m31900,Julie McDonnell Treble Bob Minimus,4,Julie McDonnell,name_only,high,Different classifications (Treble Bob vs Alliance)
m33061,Julie McDonnell Little Alliance Fourteen,14,m31900,Julie McDonnell Treble Bob Minimus,4,Julie McDonnell,name_only,high,Different classifications (Treble Bob vs Alliance)
m29561,Julie McDonnell Bob Major,8,m31052,Julie McDonnell Delight Minor,6,Julie McDonnell,name_only,high,Different classifications (Delight vs Bob)
m30827,Julie McDonnell Treble Place Major,8,m31052,Julie McDonnell Delight Minor,6,Julie McDonnell,name_only,high,Different classifications (Delight vs Treble Place)
m30932,Julie McDonnell Alliance Major,8,m31052,Julie McDonnell Delight Minor,6,Julie McDonnell,name_only,high,Different classifications (Delight vs Alliance)
m30988,Julie McDonnell Surprise Major,8,m31052,Julie McDonnell Delight Minor,6,Julie McDonnell,name_only,high,Incompatible hunt count (2 vs 1)
m31458,Julie McDonnell Little Alliance Major,8,m31052,Julie McDonnell Delight Minor,6,Julie McDonnell,name_only,high,Different classifications (Delight vs Alliance)
m30976,Julie McDonnell Alliance Royal,10,m31052,Julie McDonnell Delight Minor,6,Julie McDonnell,name_only,high,Different classifications (Delight vs Alliance)
m31114,Julie McDonnell Little Alliance Royal,10,m31052,Julie McDonnell Delight Minor,6,Julie McDonnell,name_only,high,Different classifications (Delight vs Alliance)
m31772,Julie McDonnell Surprise Royal,10,m31052,Julie McDonnell Delight Minor,6,Julie McDonnell,name_only,high,Incompatible hunt count (2 vs 1)
m31054,Julie McDonnell Alliance Maximus,12,m31052,Julie McDonnell Delight Minor,6,Julie McDonnell,name_only,high,Different classifications (Delight vs Alliance)
m31733,Julie McDonnell Little Alliance Maximus,12,m31052,Julie McDonnell Delight Minor,6,Julie McDonnell,name_only,high,Different classifications (Delight vs Alliance)
m33061,Julie McDonnell Little Alliance Fourteen,14,m31052,Julie McDonnell Delight Minor,6,Julie McDonnell,name_only,high,Different classifications (Delight vs Alliance)
m30976,Julie McDonnell Alliance Royal,10,m29561,Julie McDonnell Bob Major,8,Julie McDonnell,name_only,high,Different classifications (Bob vs Alliance)
m31114,Julie McDonnell Little Alliance Royal,10,m29561,Julie McDonnell Bob Major,8,Julie McDonnell,name_only,high,Different classifications (Bob vs Alliance)
m31772,Julie McDonnell Surprise Royal,10,m29561,Julie McDonnell Bob Major,8,Julie McDonnell,name_only,high,Different classifications (Bob vs Surprise)
m31054,Julie McDonnell Alliance Maximus,12,m29561,Julie McDonnell Bob Major,8,Julie McDonnell,name_only,high,Different classifications (Bob vs Alliance)
m31733,Julie McDonnell Little Alliance Maximus,12,m29561,Julie McDonnell Bob Major,8,Julie McDonnell,name_only,high,Different classifications (Bob vs Alliance)
m33061,Julie McDonnell Little Alliance Fourteen,14,m29561,Julie McDonnell Bob Major,8,Julie McDonnell,name_only,high,Different classifications (Bob vs Alliance)
m30976,Julie McDonnell Alliance Royal,10,m30827,Julie McDonnell Treble Place Major,8,Julie McDonnell,name_only,high,Different classifications (Treble Place vs Alliance)
m31114,Julie McDonnell Little Alliance Royal,10,m30827,Julie McDonnell Treble Place Major,8,Julie McDonnell,name_only,high,Different classifications (Treble Place vs Alliance)
m31772,Julie McDonnell Surprise Royal,10,m30827,Julie McDonnell Treble Place Major,8,Julie McDonnell,name_only,high,Different classifications (Treble Place vs Surprise)
m31054,Julie McDonnell Alliance Maximus,12,m30827,Julie McDonnell Treble Place Major,8,Julie McDonnell,name_only,high,Different classifications (Treble Place vs Alliance)
m31733,Julie McDonnell Little Alliance Maximus,12,m30827,Julie McDonnell Treble Place Major,8,Julie McDonnell,name_only,high,Different classifications (Treble Place vs Alliance)
m33061,Julie McDonnell Little Alliance Fourteen,14,m30827,Julie McDonnell Treble Place Major,8,Julie McDonnell,name_only,high,Different classifications (Treble Place vs Alliance)
m30976,Julie McDonnell Alliance Royal,10,m30932,Julie McDonnell Alliance Major,8,Julie McDonnell,extension,high,"Preserved front work (60%), valid lead progression (30->38), matching Alliance"
m31114,Julie McDonnell Little Alliance Royal,10,m30932,Julie McDonnell Alliance Major,8,Julie McDonnell,variant,low,Weak notation alignment (33% front work); likely independent construction
m31772,Julie McDonnell Surprise Royal,10,m30932,Julie McDonnell Alliance Major,8,Julie McDonnell,name_only,high,Different classifications (Alliance vs Surprise)
m31054,Julie McDonnell Alliance Maximus,12,m30932,Julie McDonnell Alliance Major,8,Julie McDonnell,extension,high,"Preserved front work (60%), valid lead progression (30->46), matching Alliance"
m31733,Julie McDonnell Little Alliance Maximus,12,m30932,Julie McDonnell Alliance Major,8,Julie McDonnell,variant,low,Weak notation alignment (33% front work); likely independent construction
m33061,Julie McDonnell Little Alliance Fourteen,14,m30932,Julie McDonnell Alliance Major,8,Julie McDonnell,variant,low,Weak notation alignment (33% front work); likely independent construction
m30976,Julie McDonnell Alliance Royal,10,m30988,Julie McDonnell Surprise Major,8,Julie McDonnell,name_only,high,Different classifications (Surprise vs Alliance)
m31114,Julie McDonnell Little Alliance Royal,10,m30988,Julie McDonnell Surprise Major,8,Julie McDonnell,name_only,high,Different classifications (Surprise vs Alliance)
m31772,Julie McDonnell Surprise Royal,10,m30988,Julie McDonnell Surprise Major,8,Julie McDonnell,extension,medium,Consistent lead structure (32->40) and front work (56%)
m31054,Julie McDonnell Alliance Maximus,12,m30988,Julie McDonnell Surprise Major,8,Julie McDonnell,name_only,high,Different classifications (Surprise vs Alliance)
m31733,Julie McDonnell Little Alliance Maximus,12,m30988,Julie McDonnell Surprise Major,8,Julie McDonnell,name_only,high,Different classifications (Surprise vs Alliance)
m33061,Julie McDonnell Little Alliance Fourteen,14,m30988,Julie McDonnell Surprise Major,8,Julie McDonnell,name_only,high,Different classifications (Surprise vs Alliance)
m30976,Julie McDonnell Alliance Royal,10,m31458,Julie McDonnell Little Alliance Major,8,Julie McDonnell,variant,low,Weak notation alignment (33% front work); likely independent construction
m31114,Julie McDonnell Little Alliance Royal,10,m31458,Julie McDonnell Little Alliance Major,8,Julie McDonnell,extension,high,"Preserved front work (100%), valid lead progression (12->12), matching Alliance"
m31772,Julie McDonnell Surprise Royal,10,m31458,Julie McDonnell Little Alliance Major,8,Julie McDonnell,name_only,high,Different classifications (Alliance vs Surprise)
m31054,Julie McDonnell Alliance Maximus,12,m31458,Julie McDonnell Little Alliance Major,8,Julie McDonnell,variant,low,Weak notation alignment (33% front work); likely independent construction
m31733,Julie McDonnell Little Alliance Maximus,12,m31458,Julie McDonnell Little Alliance Major,8,Julie McDonnell,extension,high,"Preserved front work (100%), valid lead progression (12->12), matching Alliance"
m33061,Julie McDonnell Little Alliance Fourteen,14,m31458,Julie McDonnell Little Alliance Major,8,Julie McDonnell,extension,high,"Preserved front work (100%), valid lead progression (12->12), matching Alliance"
m31054,Julie McDonnell Alliance Maximus,12,m30976,Julie McDonnell Alliance Royal,10,Julie McDonnell,extension,high,"Preserved front work (68%), valid lead progression (38->46), matching Alliance"
m31733,Julie McDonnell Little Alliance Maximus,12,m30976,Julie McDonnell Alliance Royal,10,Julie McDonnell,variant,low,Weak notation alignment (33% front work); likely independent construction
