domain,raw_term,canonical_term,category,evidence_count,source_examples,notes
place_name,Wiggenhall St Mary the Virgin,Wiggenhall St Mary the Virgin,verbatim,2,Dove: TowerID 12998; Towers: TowerID 12998,Standard place name
place_name,Wighill,Wighill,verbatim,2,Dove: TowerID 10476; Towers: TowerID 10476,Standard place name
place_name,Wighton,Wighton,verbatim,2,Dove: TowerID 11885; Towers: TowerID 11885,Standard place name
place_name,Wilberfoss,Wilberfoss,verbatim,2,Dove: TowerID 13485; Towers: TowerID 13485,Standard place name
place_name,Wilburton,Wilburton,verbatim,2,Dove: TowerID 11087; Towers: TowerID 11087,Standard place name
place_name,Wilford,Wilford,verbatim,2,Dove: TowerID 13424; Towers: TowerID 13424,Standard place name
place_name,Willaston,Willaston,verbatim,2,Towers: TowerID 24806; MP: Willaston,Standard place name
place_name,Willerby,Willerby,verbatim,2,Towers: TowerID 24810; Towers: TowerID 17311,Standard place name
place_name,Willersey,Willersey,verbatim,2,Dove: TowerID 13482; Towers: TowerID 13482,Standard place name
place_name,Willingale,Willingale,verbatim,2,Dove: TowerID 13203; Towers: TowerID 13203,Standard place name
place_name,Willingham by Stow,Willingham by Stow,verbatim,2,Dove: TowerID 14201; Towers: TowerID 14201,Standard place name
place_name,Willoughby Waterleys,Willoughby Waterleys,verbatim,2,Dove: TowerID 11233; Towers: TowerID 11233,Standard place name
place_name,Wilnecote,Wilnecote,verbatim,2,Towers: TowerID 24827; MP: Wilnecote,Standard place name
place_name,Wimborne St Giles,Wimborne St Giles,verbatim,2,Dove: TowerID 13975; Towers: TowerID 13975,Standard place name
place_name,Wimbotsham,Wimbotsham,verbatim,2,Dove: TowerID 10819; Towers: TowerID 10819,Standard place name
place_name,Winchfield,Winchfield,verbatim,2,Dove: TowerID 10351; Towers: TowerID 10351,Standard place name
place_name,Windrush,Windrush,verbatim,2,Dove: TowerID 11206; Towers: TowerID 11206,Standard place name
place_name,Winfarthing,Winfarthing,verbatim,2,Dove: TowerID 12377; Towers: TowerID 12377,Standard place name
place_name,Winforton,Winforton,verbatim,2,Dove: TowerID 14541; Towers: TowerID 14541,Standard place name
place_name,Wingerworth,Wingerworth,verbatim,2,Dove: TowerID 11545; Towers: TowerID 11545,Standard place name
place_name,Wingham,Wingham,verbatim,2,Dove: TowerID 14257; Towers: TowerID 14257,Standard place name
place_name,Winkfield,Winkfield,verbatim,2,Dove: TowerID 14310; Towers: TowerID 14310,Standard place name
place_name,Winkleigh,Winkleigh,verbatim,2,Dove: TowerID 11479; Towers: TowerID 11479,Standard place name
place_name,Winksley,Winksley,verbatim,2,Dove: TowerID 13999; Towers: TowerID 13999,Standard place name
place_name,Winsham,Winsham,verbatim,2,Dove: TowerID 12193; Towers: TowerID 12193,Standard place name
place_name,Winsley,Winsley,verbatim,2,Dove: TowerID 14355; Towers: TowerID 14355,Standard place name
place_name,Winslow,Winslow,verbatim,2,Dove: TowerID 14963; Towers: TowerID 14963,Standard place name
place_name,Winstone,Winstone,verbatim,2,Dove: TowerID 13663; Towers: TowerID 13663,Standard place name
place_name,Winterborne Houghton,Winterborne Houghton,verbatim,2,Dove: TowerID 16105; Towers: TowerID 16105,Standard place name
place_name,Winterborne Whitechurch,Winterborne Whitechurch,verbatim,2,Dove: TowerID 12571; Towers: TowerID 12571,Standard place name
place_name,Winterbourne Abbas,Winterbourne Abbas,verbatim,2,Dove: TowerID 14905; Towers: TowerID 14905,Standard place name
place_name,Winterbourne Bassett,Winterbourne Bassett,verbatim,2,Dove: TowerID 13142; Towers: TowerID 13142,Standard place name
place_name,Winterbourne Earls,Winterbourne Earls,verbatim,2,Dove: TowerID 11628; Towers: TowerID 11628,Standard place name
place_name,Winterbourne Stoke,Winterbourne Stoke,verbatim,2,Dove: TowerID 10175; Towers: TowerID 10175,Standard place name
place_name,Winteringham,Winteringham,verbatim,2,Dove: TowerID 14307; Towers: TowerID 14307,Standard place name
place_name,Winton,Winton,verbatim,2,Towers: TowerID 18536; Towers: TowerID 24885,Standard place name
place_name,Wisbech St Mary,Wisbech St Mary,verbatim,2,Dove: TowerID 13892; Towers: TowerID 13892,Standard place name
place_name,Wisborough Green,Wisborough Green,verbatim,2,Dove: TowerID 12394; Towers: TowerID 12394,Standard place name
place_name,Wishaw,Wishaw,verbatim,2,Dove: TowerID 10814; Towers: TowerID 10814,Standard place name
place_name,Wissett,Wissett,verbatim,2,Dove: TowerID 15873; Towers: TowerID 15873,Standard place name
place_name,Wistanstow,Wistanstow,verbatim,2,Dove: TowerID 15345; Towers: TowerID 15345,Standard place name
place_name,Wistaston,Wistaston,verbatim,2,Dove: TowerID 16260; Towers: TowerID 16260,Standard place name
place_name,Witchampton,Witchampton,verbatim,2,Dove: TowerID 14468; Towers: TowerID 14468,Standard place name
place_name,Witchford,Witchford,verbatim,2,Dove: TowerID 12242; Towers: TowerID 12242,Standard place name
place_name,Witham on the Hill,Witham on the Hill,verbatim,2,Dove: TowerID 13566; Towers: TowerID 13566,Standard place name
place_name,Witheridge,Witheridge,verbatim,2,Dove: TowerID 10915; Towers: TowerID 10915,Standard place name
place_name,Witherley,Witherley,verbatim,2,Dove: TowerID 14347; Towers: TowerID 14347,Standard place name
place_name,Withersfield,Withersfield,verbatim,2,Dove: TowerID 13597; Towers: TowerID 13597,Standard place name
place_name,Withiel,Withiel,verbatim,2,Dove: TowerID 10990; Towers: TowerID 10990,Standard place name
place_name,Withiel Florey,Withiel Florey,verbatim,2,Dove: TowerID 16665; Towers: TowerID 16665,Standard place name
place_name,Withybrook,Withybrook,verbatim,2,Dove: TowerID 10088; Towers: TowerID 10088,Standard place name
place_name,Withypool,Withypool,verbatim,2,Dove: TowerID 11194; Towers: TowerID 11194,Standard place name
place_name,Witnesham,Witnesham,verbatim,2,Dove: TowerID 12750; Towers: TowerID 12750,Standard place name
place_name,Wittering,Wittering,verbatim,2,Dove: TowerID 16871; Towers: TowerID 16871,Standard place name
place_name,Wivelsfield,Wivelsfield,verbatim,2,Dove: TowerID 11842; Towers: TowerID 11842,Standard place name
place_name,Wivenhoe,Wivenhoe,verbatim,2,Dove: TowerID 16552; Towers: TowerID 16552,Standard place name
place_name,Wiveton,Wiveton,verbatim,2,Dove: TowerID 10951; Towers: TowerID 10951,Standard place name
place_name,Wold Newton,Wold Newton,verbatim,2,Towers: TowerID 17662; Towers: TowerID 24915,Standard place name
place_name,Wolsingham,Wolsingham,verbatim,2,Dove: TowerID 15925; Towers: TowerID 15925,Standard place name
place_name,Wolston,Wolston,verbatim,2,Dove: TowerID 13426; Towers: TowerID 13426,Standard place name
place_name,Wolvercote,Wolvercote,verbatim,2,Dove: TowerID 12217; Towers: TowerID 12217,Standard place name
place_name,Wolvesnewton,Wolvesnewton,verbatim,2,Dove: TowerID 17142; Towers: TowerID 17142,Standard place name
place_name,Wombourne,Wombourne,verbatim,2,Dove: TowerID 12385; Towers: TowerID 12385,Standard place name
place_name,Womersley,Womersley,verbatim,2,Dove: TowerID 15946; Towers: TowerID 15946,Standard place name
place_name,Wonston,Wonston,verbatim,2,Dove: TowerID 15334; Towers: TowerID 15334,Standard place name
place_name,Wooburn,Wooburn,verbatim,2,Dove: TowerID 14234; Towers: TowerID 14234,Standard place name
place_name,Wood Walton,Wood Walton,verbatim,2,Dove: TowerID 14836; Towers: TowerID 14836,Standard place name
place_name,Woodchester,Woodchester,verbatim,2,Dove: TowerID 11107; Towers: TowerID 11107,Standard place name
place_name,Woodcote,Woodcote,verbatim,2,Towers: TowerID 24939; Towers: TowerID 24940,Standard place name
place_name,Woodditton,Woodditton,verbatim,2,Dove: TowerID 13997; Towers: TowerID 13997,Standard place name
place_name,Woodeaton,Woodeaton,verbatim,2,Dove: TowerID 14783; Towers: TowerID 14783,Standard place name
place_name,Woodford Green,Woodford Green,verbatim,2,Towers: TowerID 25175; Towers: TowerID 24944,Standard place name
place_name,Woodhouse Eaves,Woodhouse Eaves,verbatim,2,Dove: TowerID 13605; Towers: TowerID 13605,Standard place name
place_name,Woodkirk,Woodkirk,verbatim,2,Dove: TowerID 15766; Towers: TowerID 15766,Standard place name
place_name,Woodleigh,Woodleigh,verbatim,2,Dove: TowerID 13904; Towers: TowerID 13904,Standard place name
place_name,Woodley,Woodley,verbatim,2,Towers: TowerID 25693; Towers: TowerID 25658,Standard place name
place_name,Woodside,Woodside,verbatim,2,Towers: TowerID 24971; Towers: TowerID 24972,Standard place name
place_name,Woodston,Woodston,verbatim,2,Dove: TowerID 16206; Towers: TowerID 16206,Standard place name
place_name,Woodton,Woodton,verbatim,2,Dove: TowerID 11495; Towers: TowerID 11495,Standard place name
place_name,Woolaston,Woolaston,verbatim,2,Dove: TowerID 13185; Towers: TowerID 13185,Standard place name
place_name,Woolhope,Woolhope,verbatim,2,Dove: TowerID 12516; Towers: TowerID 12516,Standard place name
place_name,Woolpit,Woolpit,verbatim,2,Dove: TowerID 15311; Towers: TowerID 15311,Standard place name
place_name,Woolston,Woolston,verbatim,2,Towers: TowerID 24989; Towers: TowerID 24990,Standard place name
place_name,Woolton,Woolton,verbatim,2,Dove: TowerID 14982; Towers: TowerID 14982,Standard place name
place_name,Woolverstone,Woolverstone,verbatim,2,Dove: TowerID 16747; Towers: TowerID 16747,Standard place name
place_name,Wootton Bassett,Wootton Bassett,verbatim,2,MP: Wootton Bassett; MP: Wootton Bassett,Standard place name
place_name,Wootton Courtenay,Wootton Courtenay,verbatim,2,Dove: TowerID 14900; Towers: TowerID 14900,Standard place name
place_name,Wootton Rivers,Wootton Rivers,verbatim,2,Dove: TowerID 13641; Towers: TowerID 13641,Standard place name
place_name,Wordsley,Wordsley,verbatim,2,Dove: TowerID 14899; Towers: TowerID 14899,Standard place name
place_name,Worfield,Worfield,verbatim,2,Dove: TowerID 13998; Towers: TowerID 13998,Standard place name
place_name,Worlaby,Worlaby,verbatim,2,Dove: TowerID 12573; Towers: TowerID 12573,Standard place name
place_name,Worle,Worle,verbatim,2,Dove: TowerID 12495; Towers: TowerID 12495,Standard place name
place_name,Worlington,Worlington,verbatim,2,Dove: TowerID 16224; Towers: TowerID 16224,Standard place name
place_name,Wormhill,Wormhill,verbatim,2,Dove: TowerID 11080; Towers: TowerID 11080,Standard place name
place_name,Wormleighton,Wormleighton,verbatim,2,Dove: TowerID 14729; Towers: TowerID 14729,Standard place name
place_name,Wormley,Wormley,verbatim,2,Towers: TowerID 25008; Towers: TowerID 25009,Standard place name
place_name,Worplesdon,Worplesdon,verbatim,2,Dove: TowerID 11931; Towers: TowerID 11931,Standard place name
place_name,Worth Matravers,Worth Matravers,verbatim,2,Dove: TowerID 14471; Towers: TowerID 14471,Standard place name
place_name,Worthenbury,Worthenbury,verbatim,2,Dove: TowerID 15178; Towers: TowerID 15178,Standard place name
place_name,Worthington,Worthington,verbatim,2,Dove: TowerID 10370; Towers: TowerID 10370,Standard place name
place_name,Wotton Underwood,Wotton Underwood,verbatim,2,Dove: TowerID 15857; Towers: TowerID 15857,Standard place name
place_name,Woughton on the Green,Woughton on the Green,verbatim,2,Dove: TowerID 11807; Towers: TowerID 11807,Standard place name
place_name,Wouldham,Wouldham,verbatim,2,Dove: TowerID 11212; Towers: TowerID 11212,Standard place name
place_name,Wramplingham,Wramplingham,verbatim,2,Dove: TowerID 16098; Towers: TowerID 16098,Standard place name
place_name,Wrangle,Wrangle,verbatim,2,Dove: TowerID 14208; Towers: TowerID 14208,Standard place name
place_name,Wrawby,Wrawby,verbatim,2,Dove: TowerID 13071; Towers: TowerID 13071,Standard place name
place_name,Wraysbury,Wraysbury,verbatim,2,Dove: TowerID 16725; Towers: TowerID 16725,Standard place name
place_name,Wrenbury,Wrenbury,verbatim,2,Dove: TowerID 16255; Towers: TowerID 16255,Standard place name
place_name,Wrexham,Wrexham,verbatim,2,Dove: TowerID 10243; Towers: TowerID 10243,Standard place name
place_name,Wroughton,Wroughton,verbatim,2,Dove: TowerID 14647; Towers: TowerID 14647,Standard place name
place_name,Wroxeter,Wroxeter,verbatim,2,Dove: TowerID 15967; Towers: TowerID 15967,Standard place name
place_name,Wroxham,Wroxham,verbatim,2,Dove: TowerID 16404; Towers: TowerID 16404,Standard place name
place_name,Wroxton,Wroxton,verbatim,2,Dove: TowerID 17109; Towers: TowerID 17109,Standard place name
place_name,Wyberton,Wyberton,verbatim,2,Dove: TowerID 11311; Towers: TowerID 11311,Standard place name
place_name,Wyke,Wyke,verbatim,2,Towers: TowerID 25051; Towers: TowerID 17361,Standard place name
place_name,Wyke Regis,Wyke Regis,verbatim,2,Dove: TowerID 17074; Towers: TowerID 17074,Standard place name
place_name,Wykeham,Wykeham,verbatim,2,Dove: TowerID 11640; Towers: TowerID 11640,Standard place name
place_name,Wylam on Tyne,Wylam on Tyne,verbatim,2,Dove: TowerID 16762; Towers: TowerID 16762,Standard place name
place_name,Wylye,Wylye,verbatim,2,Dove: TowerID 13282; Towers: TowerID 13282,Standard place name
place_name,Wymington,Wymington,verbatim,2,Dove: TowerID 16874; Towers: TowerID 16874,Standard place name
place_name,Wyverstone,Wyverstone,verbatim,2,Dove: TowerID 15780; Towers: TowerID 15780,Standard place name
place_name,Yalding,Yalding,verbatim,2,Dove: TowerID 16237; Towers: TowerID 16237,Standard place name
place_name,Yarburgh,Yarburgh,verbatim,2,Dove: TowerID 12880; Towers: TowerID 12880,Standard place name
place_name,Yarcombe,Yarcombe,verbatim,2,Dove: TowerID 11909; Towers: TowerID 11909,Standard place name
place_name,Yarnscombe,Yarnscombe,verbatim,2,Dove: TowerID 15348; Towers: TowerID 15348,Standard place name
place_name,Yarnton,Yarnton,verbatim,2,Dove: TowerID 12479; Towers: TowerID 12479,Standard place name
place_name,Yass,Yass,verbatim,2,Dove: TowerID 11741; Towers: TowerID 11741,Standard place name
place_name,Yate,Yate,verbatim,2,Dove: TowerID 13693; Towers: TowerID 13693,Standard place name
place_name,Yateley,Yateley,verbatim,2,Dove: TowerID 11688; Towers: TowerID 11688,Standard place name
place_name,Yatesbury,Yatesbury,verbatim,2,Dove: TowerID 17101; Towers: TowerID 17101,Standard place name
place_name,Yatton Keynell,Yatton Keynell,verbatim,2,Dove: TowerID 12041; Towers: TowerID 12041,Standard place name
place_name,Yazor,Yazor,verbatim,2,Towers: TowerID 25074; Towers: TowerID 25073,Standard place name
place_name,Yealmpton,Yealmpton,verbatim,2,Dove: TowerID 16246; Towers: TowerID 16246,Standard place name
place_name,Yelden,Yelden,verbatim,2,Dove: TowerID 16009; Towers: TowerID 16009,Standard place name
place_name,Yelling,Yelling,verbatim,2,Dove: TowerID 11155; Towers: TowerID 11155,Standard place name
place_name,Yeovilton,Yeovilton,verbatim,2,Dove: TowerID 14506; Towers: TowerID 14506,Standard place name
place_name,Yetminster,Yetminster,verbatim,2,Dove: TowerID 11009; Towers: TowerID 11009,Standard place name
place_name,Yoxford,Yoxford,verbatim,2,Dove: TowerID 11815; Towers: TowerID 11815,Standard place name
place_name,Ypres,Ypres,verbatim,2,Dove: TowerID 14129; Towers: TowerID 14129,Standard place name
place_name,Zeal Monachorum,Zeal Monachorum,verbatim,2,Dove: TowerID 16022; Towers: TowerID 16022,Standard place name
place_name,Zeals,Zeals,verbatim,2,Dove: TowerID 11806; Towers: TowerID 11806,Standard place name
place_name,"4 Ashley Close, Charlton Kings","4 Ashley Close, Charlton Kings",verbatim,1,"MP: 4 Ashley Close, Charlton Kings",Standard place name
place_name,49 St John Street,49 St John Street,verbatim,1,MP: 49 St John Street,Standard place name
place_name,Abbey Wood,Abbey Wood,verbatim,1,Towers: TowerID 17797,Standard place name
place_name,Abbeydale,Abbeydale,verbatim,1,Towers: TowerID 17798,Standard place name
place_name,Abbeytown,Abbeytown,verbatim,1,Towers: TowerID 17800,Standard place name
place_name,Abbots Morton,Abbots Morton,verbatim,1,Towers: TowerID 17344,Standard place name
place_name,Abdon,Abdon,verbatim,1,Towers: TowerID 17802,Standard place name
place_name,Aberavon,Aberavon,verbatim,1,MP: Aberavon,Standard place name
place_name,Abinger,Abinger,verbatim,1,Towers: TowerID 17804,Standard place name
place_name,Abington Pigotts,Abington Pigotts,verbatim,1,Towers: TowerID 17805,Standard place name
place_name,Abram,Abram,verbatim,1,Towers: TowerID 17806,Standard place name
place_name,Abthorpe,Abthorpe,verbatim,1,Towers: TowerID 17807,Standard place name
place_name,Acaster Malbis,Acaster Malbis,verbatim,1,Towers: TowerID 17809,Standard place name
place_name,Acaster Selby,Acaster Selby,verbatim,1,Towers: TowerID 17810,Standard place name
place_name,Acklington,Acklington,verbatim,1,Towers: TowerID 17814,Standard place name
place_name,Acocks Green,Acocks Green,verbatim,1,Towers: TowerID 17816,Standard place name
place_name,Acol,Acol,verbatim,1,Towers: TowerID 17817,Standard place name
place_name,Acomb Moor,Acomb Moor,verbatim,1,Towers: TowerID 17820,Standard place name
place_name,Acrise,Acrise,verbatim,1,Towers: TowerID 17821,Standard place name
place_name,Acton Beauchamp,Acton Beauchamp,verbatim,1,Towers: TowerID 17694,Standard place name
place_name,Acton Round,Acton Round,verbatim,1,Towers: TowerID 17825,Standard place name
place_name,Acton Trussell,Acton Trussell,verbatim,1,Towers: TowerID 17265,Standard place name
place_name,Acton Turville,Acton Turville,verbatim,1,Towers: TowerID 17826,Standard place name
place_name,Addiscombe,Addiscombe,verbatim,1,Towers: TowerID 17828,Standard place name
place_name,Adel,Adel,verbatim,1,Towers: TowerID 17830,Standard place name
place_name,Adeyfield,Adeyfield,verbatim,1,Towers: TowerID 17831,Standard place name
place_name,Adforton,Adforton,verbatim,1,Towers: TowerID 17832,Standard place name
place_name,Adlingfleet,Adlingfleet,verbatim,1,Towers: TowerID 17833,Standard place name
place_name,Adstock,Adstock,verbatim,1,Towers: TowerID 17835,Standard place name
place_name,Adstone,Adstone,verbatim,1,Towers: TowerID 17836,Standard place name
place_name,Adwell,Adwell,verbatim,1,Towers: TowerID 17837,Standard place name
place_name,Adwick on Dearne,Adwick on Dearne,verbatim,1,Towers: TowerID 17838,Standard place name
place_name,Affpuddle,Affpuddle,verbatim,1,Towers: TowerID 17839,Standard place name
place_name,Aigburth,Aigburth,verbatim,1,Towers: TowerID 17840,Standard place name
place_name,Aikton,Aikton,verbatim,1,Towers: TowerID 17841,Standard place name
place_name,Ainstable,Ainstable,verbatim,1,Towers: TowerID 17842,Standard place name
place_name,Ainsworth,Ainsworth,verbatim,1,Towers: TowerID 17843,Standard place name
place_name,Aintree,Aintree,verbatim,1,Towers: TowerID 17291,Standard place name
place_name,Airedale,Airedale,verbatim,1,Towers: TowerID 17844,Standard place name
place_name,Airmyn,Airmyn,verbatim,1,Towers: TowerID 17845,Standard place name
place_name,Aisholt,Aisholt,verbatim,1,Towers: TowerID 17569,Standard place name
place_name,Aislaby,Aislaby,verbatim,1,Towers: TowerID 17846,Standard place name
place_name,Akenham,Akenham,verbatim,1,Towers: TowerID 17773,Standard place name
place_name,Albourne,Albourne,verbatim,1,Towers: TowerID 17213,Standard place name
place_name,Alby,Alby,verbatim,1,Towers: TowerID 17847,Standard place name
place_name,Alcester St Nicholas,Alcester St Nicholas,verbatim,1,MP: Alcester St Nicholas,Standard place name
place_name,Alciston,Alciston,verbatim,1,Towers: TowerID 17848,Standard place name
place_name,Alcombe,Alcombe,verbatim,1,Towers: TowerID 17849,Standard place name
place_name,Aldborough Hatch,Aldborough Hatch,verbatim,1,Towers: TowerID 17851,Standard place name
place_name,Alderbury,Alderbury,verbatim,1,Towers: TowerID 17854,Standard place name
place_name,Aldercar,Aldercar,verbatim,1,Towers: TowerID 17855,Standard place name
place_name,Alderford,Alderford,verbatim,1,Towers: TowerID 17856,Standard place name
place_name,Alderholt,Alderholt,verbatim,1,Towers: TowerID 17857,Standard place name
place_name,Alderley,Alderley,verbatim,1,Towers: TowerID 17858,Standard place name
place_name,Alderley Edge,Alderley Edge,verbatim,1,Towers: TowerID 17859,Standard place name
place_name,Aldersbrook,Aldersbrook,verbatim,1,Towers: TowerID 25141,Standard place name
place_name,Aldersley,Aldersley,verbatim,1,Towers: TowerID 17861,Standard place name
place_name,Alderwasley,Alderwasley,verbatim,1,Towers: TowerID 17863,Standard place name
place_name,Aldfield St Lawrence,Aldfield St Lawrence,verbatim,1,Towers: TowerID 17864,Standard place name
place_name,Aldgate,Aldgate,verbatim,1,MP: Aldgate,Standard place name
place_name,Aldingham,Aldingham,verbatim,1,Towers: TowerID 17867,Standard place name
place_name,Aldringham,Aldringham,verbatim,1,Towers: TowerID 17868,Standard place name
place_name,Aldsworth,Aldsworth,verbatim,1,Towers: TowerID 17325,Standard place name
place_name,Aldwark,Aldwark,verbatim,1,Towers: TowerID 17869,Standard place name
place_name,Alfington,Alfington,verbatim,1,Towers: TowerID 17871,Standard place name
place_name,Alfrick,Alfrick,verbatim,1,Towers: TowerID 17324,Standard place name
place_name,Alkerton,Alkerton,verbatim,1,Towers: TowerID 17692,Standard place name
place_name,Alkmonton,Alkmonton,verbatim,1,Towers: TowerID 17873,Standard place name
place_name,"All Saints, Crondall","All Saints, Crondall",verbatim,1,"MP: All Saints, Crondall",Standard place name
place_name,All Stretton,All Stretton,verbatim,1,Towers: TowerID 17875,Standard place name
place_name,Allens Green,Allens Green,verbatim,1,Towers: TowerID 17877,Standard place name
place_name,Allenton,Allenton,verbatim,1,Towers: TowerID 17878,Standard place name
place_name,Allerthorpe,Allerthorpe,verbatim,1,Towers: TowerID 17879,Standard place name
place_name,Allerton,Allerton,verbatim,1,Towers: TowerID 17880,Standard place name
place_name,Allerton Bywater,Allerton Bywater,verbatim,1,Towers: TowerID 17881,Standard place name
place_name,Allhallows,Allhallows,verbatim,1,Towers: TowerID 17883,Standard place name
place_name,Allithwaite,Allithwaite,verbatim,1,Towers: TowerID 17886,Standard place name
place_name,Allonby,Allonby,verbatim,1,Towers: TowerID 17887,Standard place name
place_name,Alne,Alne,verbatim,1,Towers: TowerID 17889,Standard place name
place_name,Alnham,Alnham,verbatim,1,Towers: TowerID 17890,Standard place name
place_name,Alnmouth,Alnmouth,verbatim,1,Towers: TowerID 17208,Standard place name
place_name,Alphamstone,Alphamstone,verbatim,1,Towers: TowerID 17891,Standard place name
place_name,Alpheton,Alpheton,verbatim,1,Towers: TowerID 17892,Standard place name
place_name,Alsop en le Dale,Alsop en le Dale,verbatim,1,Towers: TowerID 17894,Standard place name
place_name,Alston,Alston,verbatim,1,Towers: TowerID 17702,Standard place name
place_name,Alstone,Alstone,verbatim,1,Towers: TowerID 17895,Standard place name
place_name,Altcar,Altcar,verbatim,1,Towers: TowerID 17896,Standard place name
place_name,Altham,Altham,verbatim,1,Towers: TowerID 17548,Standard place name
place_name,Althorne,Althorne,verbatim,1,Towers: TowerID 17897,Standard place name
place_name,Althorpe,Althorpe,verbatim,1,Towers: TowerID 17898,Standard place name
place_name,Altofts,Altofts,verbatim,1,Towers: TowerID 17899,Standard place name
place_name,Alton Barnes,Alton Barnes,verbatim,1,Towers: TowerID 17900,Standard place name
place_name,Alton Pancras,Alton Pancras,verbatim,1,Towers: TowerID 17901,Standard place name
place_name,Alvanley,Alvanley,verbatim,1,Towers: TowerID 17904,Standard place name
place_name,Alverthorpe,Alverthorpe,verbatim,1,Towers: TowerID 17406,Standard place name
place_name,Alwinton,Alwinton,verbatim,1,Towers: TowerID 17905,Standard place name
place_name,Alwoodley,Alwoodley,verbatim,1,Towers: TowerID 17906,Standard place name
place_name,Ambergate,Ambergate,verbatim,1,Towers: TowerID 17907,Standard place name
place_name,Amble,Amble,verbatim,1,Towers: TowerID 17910,Standard place name
place_name,Amersham on the Hill,Amersham on the Hill,verbatim,1,Towers: TowerID 17911,Standard place name
place_name,Amington,Amington,verbatim,1,Towers: TowerID 17912,Standard place name
place_name,Amotherby,Amotherby,verbatim,1,Towers: TowerID 17913,Standard place name
place_name,Ampfield,Ampfield,verbatim,1,Towers: TowerID 17914,Standard place name
place_name,Ampney St Mary,Ampney St Mary,verbatim,1,Towers: TowerID 17915,Standard place name
place_name,Ampney St Peter,Ampney St Peter,verbatim,1,Towers: TowerID 17723,Standard place name
place_name,Ancroft,Ancroft,verbatim,1,Towers: TowerID 17916,Standard place name
place_name,Anderby,Anderby,verbatim,1,Towers: TowerID 17917,Standard place name
place_name,Angell Town,Angell Town,verbatim,1,Towers: TowerID 17922,Standard place name
place_name,Anlaby,Anlaby,verbatim,1,Towers: TowerID 17923,Standard place name
place_name,Anlaby Common,Anlaby Common,verbatim,1,Towers: TowerID 17924,Standard place name
place_name,Anmer,Anmer,verbatim,1,Towers: TowerID 17738,Standard place name
place_name,Annesley,Annesley,verbatim,1,Towers: TowerID 17925,Standard place name
place_name,Annfield Plain,Annfield Plain,verbatim,1,Towers: TowerID 17926,Standard place name
place_name,Annscroft,Annscroft,verbatim,1,Towers: TowerID 17927,Standard place name
place_name,Anslow,Anslow,verbatim,1,Towers: TowerID 17928,Standard place name
place_name,Antingham,Antingham,verbatim,1,Towers: TowerID 17931,Standard place name
place_name,Apethorpe,Apethorpe,verbatim,1,Towers: TowerID 17654,Standard place name
place_name,Apley,Apley,verbatim,1,Towers: TowerID 17932,Standard place name
place_name,Apperley,Apperley,verbatim,1,Towers: TowerID 17933,Standard place name
place_name,Appleshaw,Appleshaw,verbatim,1,Towers: TowerID 17934,Standard place name
place_name,Appleton Roebuck,Appleton Roebuck,verbatim,1,Towers: TowerID 17936,Standard place name
place_name,Appleton Thorn,Appleton Thorn,verbatim,1,Towers: TowerID 17937,Standard place name
place_name,Appleton le Street,Appleton le Street,verbatim,1,Towers: TowerID 17935,Standard place name
place_name,Appletreewick,Appletreewick,verbatim,1,Towers: TowerID 17938,Standard place name
place_name,Apuldram,Apuldram,verbatim,1,Towers: TowerID 17939,Standard place name
place_name,Arbory,Arbory,verbatim,1,Towers: TowerID 17940,Standard place name
place_name,Ardley,Ardley,verbatim,1,Towers: TowerID 17941,Standard place name
place_name,Ardsley,Ardsley,verbatim,1,Towers: TowerID 17942,Standard place name
place_name,Ardwick,Ardwick,verbatim,1,Towers: TowerID 17943,Standard place name
place_name,Arkendale,Arkendale,verbatim,1,Towers: TowerID 17945,Standard place name
place_name,Arkholme,Arkholme,verbatim,1,Towers: TowerID 17946,Standard place name
place_name,Arkley,Arkley,verbatim,1,Towers: TowerID 17947,Standard place name
place_name,Armathwaite,Armathwaite,verbatim,1,Towers: TowerID 17948,Standard place name
place_name,Arminghall,Arminghall,verbatim,1,Towers: TowerID 17949,Standard place name
place_name,Armley,Armley,verbatim,1,Towers: TowerID 25120,Standard place name
place_name,Armthorpe,Armthorpe,verbatim,1,Towers: TowerID 17950,Standard place name
place_name,Arne,Arne,verbatim,1,Towers: TowerID 17951,Standard place name
place_name,Arnside,Arnside,verbatim,1,Towers: TowerID 17952,Standard place name
place_name,Arrington,Arrington,verbatim,1,Towers: TowerID 17953,Standard place name
place_name,Arrow,Arrow,verbatim,1,Towers: TowerID 17954,Standard place name
place_name,"Arrow church yard, Holy Trinity","Arrow church yard, Holy Trinity",verbatim,1,"MP: Arrow church yard, Holy Trinity",Standard place name
place_name,Arthurlet,Arthurlet,verbatim,1,Towers: TowerID 17955,Standard place name
place_name,Asby,Asby,verbatim,1,Towers: TowerID 17956,Standard place name
place_name,Ascot,Ascot,verbatim,1,Towers: TowerID 25550,Standard place name
place_name,Ascot Heath,Ascot Heath,verbatim,1,Towers: TowerID 17957,Standard place name
place_name,Ascott,Ascott,verbatim,1,MP: Ascott,Standard place name
place_name,Ash Magna,Ash Magna,verbatim,1,Towers: TowerID 17958,Standard place name
place_name,Ash Thomas,Ash Thomas,verbatim,1,Towers: TowerID 17959,Standard place name
place_name,Ash Vale,Ash Vale,verbatim,1,Towers: TowerID 25452,Standard place name
place_name,Ashampstead,Ashampstead,verbatim,1,Towers: TowerID 17960,Standard place name
